MSOA,Attribute,Value,%,,MSOA,Attribute,Value,,
E02001999,% eat 5 portions of fruit or vegetables a day,,31.25%,,E02001999,% eat 5 portions of fruit or vegetables a day,TRUETRUE,,
E02006805,% eat 5 portions of fruit or vegetables a day,,15.79%,,E02006805,% eat 5 portions of fruit or vegetables a day,TRUETRUE,,
E08000026,% eat 5 portions of fruit or vegetables a day,,24.19%,,,,,,
E02001958,% eat breakfast daily,,75.53%,,E02006805,% eat breakfast daily,FALSETRUE,,
E02001959,% eat breakfast daily,,66.10%,,E02001958,% eat breakfast daily,FALSETRUE,,
E02001961,% eat breakfast daily,,79.09%,,E02001959,% eat breakfast daily,FALSETRUE,,
E02001962,% eat breakfast daily,,84.78%,,E02001961,% eat breakfast daily,FALSETRUE,,
E02001963,% eat breakfast daily,,85.88%,,E02001962,% eat breakfast daily,FALSETRUE,,
E02001964,% eat breakfast daily,,72.88%,,E02001963,% eat breakfast daily,FALSETRUE,,
E02001965,% eat breakfast daily,,89.33%,,E02001964,% eat breakfast daily,FALSETRUE,,
E02001966,% eat breakfast daily,,82.35%,,E02001965,% eat breakfast daily,FALSETRUE,,
E02001967,% eat breakfast daily,,80.00%,,E02001966,% eat breakfast daily,FALSETRUE,,
E02001968,% eat breakfast daily,,78.57%,,E02001967,% eat breakfast daily,FALSETRUE,,
E02001969,% eat breakfast daily,,76.19%,,E02001968,% eat breakfast daily,FALSETRUE,,
E02001970,% eat breakfast daily,,76.92%,,E02001969,% eat breakfast daily,FALSETRUE,,
E02001971,% eat breakfast daily,,74.14%,,E02001970,% eat breakfast daily,FALSETRUE,,
E02001972,% eat breakfast daily,,83.33%,,E02001971,% eat breakfast daily,FALSETRUE,,
E02001973,% eat breakfast daily,,71.96%,,E02001972,% eat breakfast daily,FALSETRUE,,
E02001974,% eat breakfast daily,,81.90%,,E02001973,% eat breakfast daily,FALSETRUE,,
E02001975,% eat breakfast daily,,67.86%,,E02001974,% eat breakfast daily,FALSETRUE,,
E02001976,% eat breakfast daily,,79.84%,,E02001975,% eat breakfast daily,FALSETRUE,,
E02001977,% eat breakfast daily,,68.18%,,E02001976,% eat breakfast daily,FALSETRUE,,
E02001978,% eat breakfast daily,,76.56%,,E02001977,% eat breakfast daily,FALSETRUE,,
E02001979,% eat breakfast daily,,93.55%,,E02001978,% eat breakfast daily,FALSETRUE,,
E02001980,% eat breakfast daily,,81.71%,,E02001979,% eat breakfast daily,FALSETRUE,,
E02001981,% eat breakfast daily,,88.42%,,E02001980,% eat breakfast daily,FALSETRUE,,
E02001982,% eat breakfast daily,,84.55%,,E02001981,% eat breakfast daily,FALSETRUE,,
E02001983,% eat breakfast daily,,82.35%,,E02001982,% eat breakfast daily,FALSETRUE,,
E02001984,% eat breakfast daily,,86.32%,,E02001983,% eat breakfast daily,FALSETRUE,,
E02001985,% eat breakfast daily,,76.83%,,E02001984,% eat breakfast daily,FALSETRUE,,
E02001986,% eat breakfast daily,,66.04%,,E02001985,% eat breakfast daily,FALSETRUE,,
E02001987,% eat breakfast daily,,84.44%,,E02001986,% eat breakfast daily,FALSETRUE,,
E02001988,% eat breakfast daily,,80.52%,,E02001987,% eat breakfast daily,FALSETRUE,,
E02001989,% eat breakfast daily,,74.74%,,E02001988,% eat breakfast daily,FALSETRUE,,
E02001990,% eat breakfast daily,,72.29%,,E02001989,% eat breakfast daily,FALSETRUE,,
E02001991,% eat breakfast daily,,85.31%,,E02001990,% eat breakfast daily,FALSETRUE,,
E02001992,% eat breakfast daily,,72.00%,,E02001991,% eat breakfast daily,FALSETRUE,,
E02001993,% eat breakfast daily,,74.31%,,E02001992,% eat breakfast daily,FALSETRUE,,
E02001994,% eat breakfast daily,,91.00%,,E02001993,% eat breakfast daily,FALSETRUE,,
E02001995,% eat breakfast daily,,78.63%,,E02001994,% eat breakfast daily,FALSETRUE,,
E02001996,% eat breakfast daily,,81.40%,,E02001995,% eat breakfast daily,FALSETRUE,,
E02001997,% eat breakfast daily,,81.91%,,E02001996,% eat breakfast daily,FALSETRUE,,
E02001998,% eat breakfast daily,,78.95%,,E02001997,% eat breakfast daily,FALSETRUE,,
E02001999,% eat breakfast daily,,92.42%,,E02001998,% eat breakfast daily,FALSETRUE,,
E02006805,% eat breakfast daily,,73.33%,,E02001999,% eat breakfast daily,FALSETRUE,,
E08000026,% eat breakfast daily,,79.34%,,,,,,
E02001958,% eat takeaways once or twice per week,,43.30%,,E02001958,% eat takeaways once or twice per week,TRUETRUE,,
E02001959,% eat takeaways once or twice per week,,35.59%,,E02001959,% eat takeaways once or twice per week,TRUETRUE,,
E02001961,% eat takeaways once or twice per week,,27.27%,,E02001961,% eat takeaways once or twice per week,TRUETRUE,,
E02001962,% eat takeaways once or twice per week,,11.11%,,E02001962,% eat takeaways once or twice per week,TRUETRUE,,
E02001963,% eat takeaways once or twice per week,,23.26%,,E02001963,% eat takeaways once or twice per week,TRUETRUE,,
E02001964,% eat takeaways once or twice per week,,44.92%,,E02001964,% eat takeaways once or twice per week,TRUETRUE,,
E02001965,% eat takeaways once or twice per week,,34.21%,,E02001965,% eat takeaways once or twice per week,TRUETRUE,,
E02001966,% eat takeaways once or twice per week,,33.80%,,E02001966,% eat takeaways once or twice per week,TRUETRUE,,
E02001967,% eat takeaways once or twice per week,,21.52%,,E02001967,% eat takeaways once or twice per week,TRUETRUE,,
E02001968,% eat takeaways once or twice per week,,32.86%,,E02001968,% eat takeaways once or twice per week,TRUETRUE,,
E02001969,% eat takeaways once or twice per week,,26.56%,,E02001969,% eat takeaways once or twice per week,TRUETRUE,,
E02001970,% eat takeaways once or twice per week,,33.85%,,E02001970,% eat takeaways once or twice per week,TRUETRUE,,
E02001971,% eat takeaways once or twice per week,,29.31%,,E02001971,% eat takeaways once or twice per week,TRUETRUE,,
E02001972,% eat takeaways once or twice per week,,43.33%,,E02001972,% eat takeaways once or twice per week,TRUETRUE,,
E02001973,% eat takeaways once or twice per week,,29.63%,,E02001973,% eat takeaways once or twice per week,TRUETRUE,,
E02001974,% eat takeaways once or twice per week,,37.93%,,E02001974,% eat takeaways once or twice per week,TRUETRUE,,
E02001975,% eat takeaways once or twice per week,,40.00%,,E02001975,% eat takeaways once or twice per week,TRUETRUE,,
E02001976,% eat takeaways once or twice per week,,14.06%,,E02001976,% eat takeaways once or twice per week,TRUETRUE,,
E02001977,% eat takeaways once or twice per week,,41.30%,,E02001977,% eat takeaways once or twice per week,TRUETRUE,,
E02001978,% eat takeaways once or twice per week,,32.84%,,E02001978,% eat takeaways once or twice per week,TRUETRUE,,
E02001979,% eat takeaways once or twice per week,,31.18%,,E02001979,% eat takeaways once or twice per week,TRUETRUE,,
E02001980,% eat takeaways once or twice per week,,27.16%,,E02001980,% eat takeaways once or twice per week,TRUETRUE,,
E02001981,% eat takeaways once or twice per week,,32.29%,,E02001981,% eat takeaways once or twice per week,TRUETRUE,,
E02001982,% eat takeaways once or twice per week,,33.06%,,E02001982,% eat takeaways once or twice per week,TRUETRUE,,
E02001983,% eat takeaways once or twice per week,,36.67%,,E02001983,% eat takeaways once or twice per week,TRUETRUE,,
E02001984,% eat takeaways once or twice per week,,32.20%,,E02001984,% eat takeaways once or twice per week,TRUETRUE,,
E02001985,% eat takeaways once or twice per week,,24.39%,,E02001985,% eat takeaways once or twice per week,TRUETRUE,,
E02001986,% eat takeaways once or twice per week,,17.92%,,E02001986,% eat takeaways once or twice per week,TRUETRUE,,
E02001987,% eat takeaways once or twice per week,,22.22%,,E02001987,% eat takeaways once or twice per week,TRUETRUE,,
E02001988,% eat takeaways once or twice per week,,28.21%,,E02001988,% eat takeaways once or twice per week,TRUETRUE,,
E02001989,% eat takeaways once or twice per week,,22.92%,,E02001989,% eat takeaways once or twice per week,TRUETRUE,,
E02001990,% eat takeaways once or twice per week,,20.48%,,E02001990,% eat takeaways once or twice per week,TRUETRUE,,
E02001991,% eat takeaways once or twice per week,,40.14%,,E02001991,% eat takeaways once or twice per week,TRUETRUE,,
E02001992,% eat takeaways once or twice per week,,17.65%,,E02001992,% eat takeaways once or twice per week,TRUETRUE,,
E02001993,% eat takeaways once or twice per week,,30.56%,,E02001993,% eat takeaways once or twice per week,TRUETRUE,,
E02001994,% eat takeaways once or twice per week,,34.00%,,E02001994,% eat takeaways once or twice per week,TRUETRUE,,
E02001995,% eat takeaways once or twice per week,,36.09%,,E02001995,% eat takeaways once or twice per week,TRUETRUE,,
E02001996,% eat takeaways once or twice per week,,29.55%,,E02001996,% eat takeaways once or twice per week,TRUETRUE,,
E02001997,% eat takeaways once or twice per week,,15.96%,,E02001997,% eat takeaways once or twice per week,TRUETRUE,,
E02001998,% eat takeaways once or twice per week,,22.67%,,E02001998,% eat takeaways once or twice per week,TRUETRUE,,
E02001999,% eat takeaways once or twice per week,,26.15%,,E02001999,% eat takeaways once or twice per week,TRUETRUE,,
E02006805,% eat takeaways once or twice per week,,33.77%,,E02006805,% eat takeaways once or twice per week,TRUETRUE,,
E08000026,% eat takeaways once or twice per week,,29.81%,,,,,,
E02001958,% ethnic minority,,24%,,E02001958,% ethnic minority,TRUETRUE,,
E02001959,% ethnic minority,,23%,,E02001959,% ethnic minority,TRUETRUE,,
E02001961,% ethnic minority,,24%,,E02001961,% ethnic minority,TRUETRUE,,
E02001962,% ethnic minority,,45%,,E02001962,% ethnic minority,TRUETRUE,,
E02001963,% ethnic minority,,15%,,E02001963,% ethnic minority,TRUETRUE,,
E02001964,% ethnic minority,,24%,,E02001964,% ethnic minority,TRUETRUE,,
E02001965,% ethnic minority,,18%,,E02001965,% ethnic minority,TRUETRUE,,
E02001966,% ethnic minority,,77%,,E02001966,% ethnic minority,TRUETRUE,,
E02001967,% ethnic minority,,5%,,E02001967,% ethnic minority,TRUETRUE,,
E02001968,% ethnic minority,,38%,,E02001968,% ethnic minority,TRUETRUE,,
E02001969,% ethnic minority,,23%,,E02001969,% ethnic minority,TRUETRUE,,
E02001970,% ethnic minority,,17%,,E02001970,% ethnic minority,TRUETRUE,,
E02001971,% ethnic minority,,12%,,E02001971,% ethnic minority,TRUETRUE,,
E02001972,% ethnic minority,,69%,,E02001972,% ethnic minority,TRUETRUE,,
E02001973,% ethnic minority,,32%,,E02001973,% ethnic minority,TRUETRUE,,
E02001974,% ethnic minority,,13%,,E02001974,% ethnic minority,TRUETRUE,,
E02001975,% ethnic minority,,20%,,E02001975,% ethnic minority,TRUETRUE,,
E02001976,% ethnic minority,,24%,,E02001976,% ethnic minority,TRUETRUE,,
E02001977,% ethnic minority,,32%,,E02001977,% ethnic minority,TRUETRUE,,
E02001978,% ethnic minority,,31%,,E02001978,% ethnic minority,TRUETRUE,,
E02001979,% ethnic minority,,7%,,E02001979,% ethnic minority,TRUETRUE,,
E02001980,% ethnic minority,,5%,,E02001980,% ethnic minority,TRUETRUE,,
E02001981,% ethnic minority,,59%,,E02001981,% ethnic minority,TRUETRUE,,
E02001982,% ethnic minority,,6%,,E02001982,% ethnic minority,TRUETRUE,,
E02001983,% ethnic minority,,12%,,E02001983,% ethnic minority,TRUETRUE,,
E02001984,% ethnic minority,,22%,,E02001984,% ethnic minority,TRUETRUE,,
E02001985,% ethnic minority,,39%,,E02001985,% ethnic minority,TRUETRUE,,
E02001986,% ethnic minority,,9%,,E02001986,% ethnic minority,TRUETRUE,,
E02001987,% ethnic minority,,23%,,E02001987,% ethnic minority,TRUETRUE,,
E02001988,% ethnic minority,,36%,,E02001988,% ethnic minority,TRUETRUE,,
E02001989,% ethnic minority,,9%,,E02001989,% ethnic minority,TRUETRUE,,
E02001990,% ethnic minority,,18%,,E02001990,% ethnic minority,TRUETRUE,,
E02001991,% ethnic minority,,14%,,E02001991,% ethnic minority,TRUETRUE,,
E02001992,% ethnic minority,,23%,,E02001992,% ethnic minority,TRUETRUE,,
E02001993,% ethnic minority,,20%,,E02001993,% ethnic minority,TRUETRUE,,
E02001994,% ethnic minority,,27%,,E02001994,% ethnic minority,TRUETRUE,,
E02001995,% ethnic minority,,17%,,E02001995,% ethnic minority,TRUETRUE,,
E02001996,% ethnic minority,,18%,,E02001996,% ethnic minority,TRUETRUE,,
E02001997,% ethnic minority,,26%,,E02001997,% ethnic minority,TRUETRUE,,
E02001998,% ethnic minority,,24%,,E02001998,% ethnic minority,TRUETRUE,,
E02001999,% ethnic minority,,35%,,E02001999,% ethnic minority,TRUETRUE,,
E02006805,% ethnic minority,,32%,,E02006805,% ethnic minority,TRUETRUE,,
E08000026,% ethnic minority,,32%,,,,,,
E02001958,% feel safe outside at night,,40.63%,,E02006805,% feel safe outside at night,FALSETRUE,,
E02001959,% feel safe outside at night,,39.29%,,E02001958,% feel safe outside at night,FALSETRUE,,
E02001961,% feel safe outside at night,,23.85%,,E02001959,% feel safe outside at night,FALSETRUE,,
E02001962,% feel safe outside at night,,20.00%,,E02001961,% feel safe outside at night,FALSETRUE,,
