MSOA,Attribute code,Attribute,Value,%
E02001967,56,Plays/Drama (AFD-All Bookers),504,
E02001968,56,Plays/Drama (AFD-All Bookers),181,
E02001969,56,Plays/Drama (AFD-All Bookers),185,
E02001970,56,Plays/Drama (AFD-All Bookers),183,
E02001971,56,Plays/Drama (AFD-All Bookers),305,
E02001972,56,Plays/Drama (AFD-All Bookers),95,
E02001973,56,Plays/Drama (AFD-All Bookers),171,
E02001974,56,Plays/Drama (AFD-All Bookers),605,
E02001975,56,Plays/Drama (AFD-All Bookers),294,
E02001976,56,Plays/Drama (AFD-All Bookers),278,
E02001977,56,Plays/Drama (AFD-All Bookers),298,
E02001978,56,Plays/Drama (AFD-All Bookers),245,
E02001979,56,Plays/Drama (AFD-All Bookers),356,
E02001980,56,Plays/Drama (AFD-All Bookers),444,
E02001981,56,Plays/Drama (AFD-All Bookers),129,
E02001982,56,Plays/Drama (AFD-All Bookers),474,
E02001983,56,Plays/Drama (AFD-All Bookers),515,
E02001984,56,Plays/Drama (AFD-All Bookers),518,
E02001985,56,Plays/Drama (AFD-All Bookers),156,
E02001986,56,Plays/Drama (AFD-All Bookers),303,
E02001987,56,Plays/Drama (AFD-All Bookers),639,
E02001988,56,Plays/Drama (AFD-All Bookers),390,
E02001989,56,Plays/Drama (AFD-All Bookers),341,
E02001990,56,Plays/Drama (AFD-All Bookers),486,
E02001991,56,Plays/Drama (AFD-All Bookers),1118,
E02001992,56,Plays/Drama (AFD-All Bookers),249,
E02001993,56,Plays/Drama (AFD-All Bookers),477,
E02001994,56,Plays/Drama (AFD-All Bookers),497,
E02001995,56,Plays/Drama (AFD-All Bookers),357,
E02001996,56,Plays/Drama (AFD-All Bookers),129,
E02001997,56,Plays/Drama (AFD-All Bookers),649,
E02001998,56,Plays/Drama (AFD-All Bookers),464,
E02001999,56,Plays/Drama (AFD-All Bookers),607,
E02006805,56,Plays/Drama (AFD-All Bookers),195,
E02001958,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001959,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001961,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001962,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001963,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001964,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001965,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001966,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001967,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001968,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001969,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001970,57,Traditional Visual Arts (AFD-All Bookers),1,
E02001971,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001972,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001973,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001974,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001975,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001976,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001977,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001978,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001979,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001980,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001981,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001982,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001983,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001984,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001985,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001986,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001987,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001988,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001989,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001990,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001991,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001992,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001993,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001994,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001995,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001996,57,Traditional Visual Arts (AFD-All Bookers),1,
E02001997,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001998,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001999,57,Traditional Visual Arts (AFD-All Bookers),0,
E02006805,57,Traditional Visual Arts (AFD-All Bookers),0,
E02001958,58,Uncoded (AFD-All Bookers),15,
E02001959,58,Uncoded (AFD-All Bookers),13,
E02001961,58,Uncoded (AFD-All Bookers),9,
E02001962,58,Uncoded (AFD-All Bookers),14,
E02001963,58,Uncoded (AFD-All Bookers),22,
E02001964,58,Uncoded (AFD-All Bookers),9,
E02001965,58,Uncoded (AFD-All Bookers),22,
E02001966,58,Uncoded (AFD-All Bookers),9,
E02001967,58,Uncoded (AFD-All Bookers),46,
E02001968,58,Uncoded (AFD-All Bookers),22,
E02001969,58,Uncoded (AFD-All Bookers),9,
E02001970,58,Uncoded (AFD-All Bookers),12,
E02001971,58,Uncoded (AFD-All Bookers),29,
E02001972,58,Uncoded (AFD-All Bookers),10,
E02001973,58,Uncoded (AFD-All Bookers),14,
E02001974,58,Uncoded (AFD-All Bookers),50,
E02001975,58,Uncoded (AFD-All Bookers),19,
E02001976,58,Uncoded (AFD-All Bookers),21,
E02001977,58,Uncoded (AFD-All Bookers),36,
E02001978,58,Uncoded (AFD-All Bookers),15,
E02001979,58,Uncoded (AFD-All Bookers),28,
E02001980,58,Uncoded (AFD-All Bookers),37,
E02001981,58,Uncoded (AFD-All Bookers),15,
E02001982,58,Uncoded (AFD-All Bookers),62,
E02001983,58,Uncoded (AFD-All Bookers),49,
E02001984,58,Uncoded (AFD-All Bookers),45,
E02001985,58,Uncoded (AFD-All Bookers),20,
E02001986,58,Uncoded (AFD-All Bookers),23,
E02001987,58,Uncoded (AFD-All Bookers),77,
E02001988,58,Uncoded (AFD-All Bookers),69,
E02001989,58,Uncoded (AFD-All Bookers),30,
E02001990,58,Uncoded (AFD-All Bookers),44,
E02001991,58,Uncoded (AFD-All Bookers),159,
E02001992,58,Uncoded (AFD-All Bookers),19,
E02001993,58,Uncoded (AFD-All Bookers),54,
E02001994,58,Uncoded (AFD-All Bookers),52,
E02001995,58,Uncoded (AFD-All Bookers),24,
E02001996,58,Uncoded (AFD-All Bookers),13,
E02001997,58,Uncoded (AFD-All Bookers),69,
E02001998,58,Uncoded (AFD-All Bookers),42,
E02001999,58,Uncoded (AFD-All Bookers),79,
E02006805,58,Uncoded (AFD-All Bookers),13,
E02001958,59,Workshops (AFD Bookers at Cov Venues),15,
E02001959,59,Workshops (AFD Bookers at Cov Venues),9,
E02001961,59,Workshops (AFD Bookers at Cov Venues),12,
E02001962,59,Workshops (AFD Bookers at Cov Venues),6,
E02001963,59,Workshops (AFD Bookers at Cov Venues),7,
E02001964,59,Workshops (AFD Bookers at Cov Venues),6,
E02001965,59,Workshops (AFD Bookers at Cov Venues),5,
E02001966,59,Workshops (AFD Bookers at Cov Venues),7,
E02001967,59,Workshops (AFD Bookers at Cov Venues),24,
E02001968,59,Workshops (AFD Bookers at Cov Venues),9,
E02001969,59,Workshops (AFD Bookers at Cov Venues),14,
E02001970,59,Workshops (AFD Bookers at Cov Venues),9,
E02001971,59,Workshops (AFD Bookers at Cov Venues),14,
E02001972,59,Workshops (AFD Bookers at Cov Venues),5,
E02001973,59,Workshops (AFD Bookers at Cov Venues),12,
E02001974,59,Workshops (AFD Bookers at Cov Venues),29,
E02001975,59,Workshops (AFD Bookers at Cov Venues),11,
E02001976,59,Workshops (AFD Bookers at Cov Venues),11,
E02001977,59,Workshops (AFD Bookers at Cov Venues),26,
E02001978,59,Workshops (AFD Bookers at Cov Venues),16,
E02001979,59,Workshops (AFD Bookers at Cov Venues),23,
E02001980,59,Workshops (AFD Bookers at Cov Venues),20,
E02001981,59,Workshops (AFD Bookers at Cov Venues),11,
E02001982,59,Workshops (AFD Bookers at Cov Venues),19,
E02001983,59,Workshops (AFD Bookers at Cov Venues),25,
E02001984,59,Workshops (AFD Bookers at Cov Venues),17,
E02001985,59,Workshops (AFD Bookers at Cov Venues),3,
E02001986,59,Workshops (AFD Bookers at Cov Venues),11,
E02001987,59,Workshops (AFD Bookers at Cov Venues),25,
E02001988,59,Workshops (AFD Bookers at Cov Venues),20,
E02001989,59,Workshops (AFD Bookers at Cov Venues),17,
E02001990,59,Workshops (AFD Bookers at Cov Venues),18,
E02001991,59,Workshops (AFD Bookers at Cov Venues),81,
E02001992,59,Workshops (AFD Bookers at Cov Venues),16,
E02001993,59,Workshops (AFD Bookers at Cov Venues),33,
E02001994,59,Workshops (AFD Bookers at Cov Venues),32,
E02001995,59,Workshops (AFD Bookers at Cov Venues),22,
E02001996,59,Workshops (AFD Bookers at Cov Venues),8,
E02001997,59,Workshops (AFD Bookers at Cov Venues),27,
E02001998,59,Workshops (AFD Bookers at Cov Venues),34,
E02001999,59,Workshops (AFD Bookers at Cov Venues),34,
E02006805,59,Workshops (AFD Bookers at Cov Venues),10,
E02001958,60,Workshops (AFD-All Bookers),16,
E02001959,60,Workshops (AFD-All Bookers),11,
E02001961,60,Workshops (AFD-All Bookers),14,
E02001962,60,Workshops (AFD-All Bookers),8,
E02001963,60,Workshops (AFD-All Bookers),9,
E02001964,60,Workshops (AFD-All Bookers),7,
E02001965,60,Workshops (AFD-All Bookers),7,
E02001966,60,Workshops (AFD-All Bookers),7,
E02001967,60,Workshops (AFD-All Bookers),31,
E02001968,60,Workshops (AFD-All Bookers),12,
E02001969,60,Workshops (AFD-All Bookers),15,
E02001970,60,Workshops (AFD-All Bookers),10,
E02001971,60,Workshops (AFD-All Bookers),16,
E02001972,60,Workshops (AFD-All Bookers),5,
E02001973,60,Workshops (AFD-All Bookers),19,
E02001974,60,Workshops (AFD-All Bookers),33,
E02001975,60,Workshops (AFD-All Bookers),14,
E02001976,60,Workshops (AFD-All Bookers),15,
E02001977,60,Workshops (AFD-All Bookers),31,
E02001978,60,Workshops (AFD-All Bookers),20,
E02001979,60,Workshops (AFD-All Bookers),24,
E02001980,60,Workshops (AFD-All Bookers),27,
E02001981,60,Workshops (AFD-All Bookers),15,
E02001982,60,Workshops (AFD-All Bookers),25,
E02001983,60,Workshops (AFD-All Bookers),32,
E02001984,60,Workshops (AFD-All Bookers),31,
E02001985,60,Workshops (AFD-All Bookers),6,
E02001986,60,Workshops (AFD-All Bookers),16,
E02001987,60,Workshops (AFD-All Bookers),40,
E02001988,60,Workshops (AFD-All Bookers),23,
E02001989,60,Workshops (AFD-All Bookers),22,
E02001990,60,Workshops (AFD-All Bookers),22,
E02001991,60,Workshops (AFD-All Bookers),92,
E02001992,60,Workshops (AFD-All Bookers),18,
E02001993,60,Workshops (AFD-All Bookers),39,
E02001994,60,Workshops (AFD-All Bookers),41,
E02001995,60,Workshops (AFD-All Bookers),26,
E02001996,60,Workshops (AFD-All Bookers),12,
E02001997,60,Workshops (AFD-All Bookers),32,
E02001998,60,Workshops (AFD-All Bookers),40,
E02001999,60,Workshops (AFD-All Bookers),43,
E02006805,60,Workshops (AFD-All Bookers),11,
E02001958,67,Archeological Sites (TGI),290,4.32%
E02001959,67,Archeological Sites (TGI),237,4.12%
E02001961,67,Archeological Sites (TGI),234,3.56%
E02001962,67,Archeological Sites (TGI),217,4.15%
E02001963,67,Archeological Sites (TGI),211,4.03%
E02001964,67,Archeological Sites (TGI),267,3.61%
E02001965,67,Archeological Sites (TGI),277,3.94%
E02001966,67,Archeological Sites (TGI),274,5.27%
E02001967,67,Archeological Sites (TGI),330,5.57%
E02001968,67,Archeological Sites (TGI),256,4.09%
E02001969,67,Archeological Sites (TGI),200,3.74%
E02001970,67,Archeological Sites (TGI),230,4.58%
E02001971,67,Archeological Sites (TGI),220,4.35%
E02001972,67,Archeological Sites (TGI),421,5.04%
E02001973,67,Archeological Sites (TGI),273,3.87%
E02001974,67,Archeological Sites (TGI),413,5.06%
E02001975,67,Archeological Sites (TGI),283,4.34%
E02001976,67,Archeological Sites (TGI),273,4.18%
E02001977,67,Archeological Sites (TGI),425,5.20%
E02001978,67,Archeological Sites (TGI),242,4.40%
E02001979,67,Archeological Sites (TGI),221,4.42%
E02001980,67,Archeological Sites (TGI),258,4.79%
E02001981,67,Archeological Sites (TGI),557,5.31%
E02001982,67,Archeological Sites (TGI),364,5.10%
E02001983,67,Archeological Sites (TGI),332,5.02%
E02001984,67,Archeological Sites (TGI),389,4.54%
E02001985,67,Archeological Sites (TGI),461,5.68%
E02001986,67,Archeological Sites (TGI),290,4.31%
E02001987,67,Archeological Sites (TGI),349,5.69%
E02001988,67,Archeological Sites (TGI),652,6.77%
E02001989,67,Archeological Sites (TGI),235,4.37%
E02001990,67,Archeological Sites (TGI),369,4.48%
E02001991,67,Archeological Sites (TGI),490,6.04%
E02001992,67,Archeological Sites (TGI),329,3.97%
E02001993,67,Archeological Sites (TGI),307,4.68%
E02001994,67,Archeological Sites (TGI),338,4.75%
E02001995,67,Archeological Sites (TGI),428,5.30%
E02001996,67,Archeological Sites (TGI),209,3.65%
E02001997,67,Archeological Sites (TGI),425,5.65%
E02001998,67,Archeological Sites (TGI),282,5.43%
E02001999,67,Archeological Sites (TGI),763,6.56%
E02006805,67,Archeological Sites (TGI),284,3.92%
E02001958,68,Art galleries (TGI),1379,20.53%
E02001959,68,Art galleries (TGI),1210,21.02%
E02001961,68,Art galleries (TGI),1118,17.00%
E02001962,68,Art galleries (TGI),960,18.36%
E02001963,68,Art galleries (TGI),1107,21.13%
E02001964,68,Art galleries (TGI),1114,15.07%
E02001965,68,Art galleries (TGI),1493,21.24%
E02001966,68,Art galleries (TGI),837,16.11%
E02001967,68,Art galleries (TGI),1517,25.63%
E02001968,68,Art galleries (TGI),1278,20.42%
E02001969,68,Art galleries (TGI),1018,19.03%
E02001970,68,Art galleries (TGI),1110,22.09%
E02001971,68,Art galleries (TGI),1031,20.38%
E02001972,68,Art galleries (TGI),1505,18.03%
E02001973,68,Art galleries (TGI),1405,19.92%
E02001974,68,Art galleries (TGI),1856,22.73%
E02001975,68,Art galleries (TGI),1339,20.55%
E02001976,68,Art galleries (TGI),1390,21.29%
E02001977,68,Art galleries (TGI),2117,25.91%
E02001978,68,Art galleries (TGI),1201,21.85%
E02001979,68,Art galleries (TGI),1108,22.16%
E02001980,68,Art galleries (TGI),1347,25.02%
E02001981,68,Art galleries (TGI),2482,23.68%
E02001982,68,Art galleries (TGI),1559,21.82%
E02001983,68,Art galleries (TGI),1549,23.44%
E02001984,68,Art galleries (TGI),1855,21.67%
E02001985,68,Art galleries (TGI),2344,28.89%
E02001986,68,Art galleries (TGI),1329,19.74%
E02001987,68,Art galleries (TGI),1997,32.58%
E02001988,68,Art galleries (TGI),3022,31.39%
E02001989,68,Art galleries (TGI),1163,21.65%
E02001990,68,Art galleries (TGI),1845,22.39%
E02001991,68,Art galleries (TGI),2721,33.53%
E02001992,68,Art galleries (TGI),1387,16.73%
E02001993,68,Art galleries (TGI),1654,25.24%
E02001994,68,Art galleries (TGI),1654,23.22%
E02001995,68,Art galleries (TGI),1981,24.53%
E02001996,68,Art galleries (TGI),931,16.26%
E02001997,68,Art galleries (TGI),2216,29.46%
E02001998,68,Art galleries (TGI),1405,27.03%
E02001999,68,Art galleries (TGI),4407,37.90%
E02006805,68,Art galleries (TGI),1353,18.70%
E02001958,69,Art gallery once a month or more (TGI),45,0.67%
E02001959,69,Art gallery once a month or more (TGI),34,0.59%
E02001961,69,Art gallery once a month or more (TGI),35,0.53%
E02001962,69,Art gallery once a month or more (TGI),33,0.63%
E02001963,69,Art gallery once a month or more (TGI),31,0.59%
E02001964,69,Art gallery once a month or more (TGI),38,0.51%
E02001965,69,Art gallery once a month or more (TGI),44,0.63%
E02001966,69,Art gallery once a month or more (TGI),67,1.29%
E02001967,69,Art gallery once a month or more (TGI),49,0.83%
E02001968,69,Art gallery once a month or more (TGI),36,0.58%
E02001969,69,Art gallery once a month or more (TGI),28,0.52%
E02001970,69,Art gallery once a month or more (TGI),42,0.84%
E02001971,69,Art gallery once a month or more (TGI),31,0.61%
E02001972,69,Art gallery once a month or more (TGI),90,1.08%
E02001973,69,Art gallery once a month or more (TGI),45,0.64%
E02001974,69,Art gallery once a month or more (TGI),60,0.73%
E02001975,69,Art gallery once a month or more (TGI),36,0.55%
E02001976,69,Art gallery once a month or more (TGI),45,0.69%
E02001977,69,Art gallery once a month or more (TGI),101,1.24%
E02001978,69,Art gallery once a month or more (TGI),37,0.67%
E02001979,69,Art gallery once a month or more (TGI),35,0.70%
E02001980,69,Art gallery once a month or more (TGI),46,0.85%
E02001981,69,Art gallery once a month or more (TGI),138,1.32%
E02001982,69,Art gallery once a month or more (TGI),58,0.81%
E02001983,69,Art gallery once a month or more (TGI),50,0.76%
E02001984,69,Art gallery once a month or more (TGI),55,0.64%
E02001985,69,Art gallery once a month or more (TGI),119,1.47%
E02001986,69,Art gallery once a month or more (TGI),55,0.82%
E02001987,69,Art gallery once a month or more (TGI),113,1.84%
E02001988,69,Art gallery once a month or more (TGI),162,1.68%
E02001989,69,Art gallery once a month or more (TGI),29,0.54%
E02001990,69,Art gallery once a month or more (TGI),64,0.78%
E02001991,69,Art gallery once a month or more (TGI),106,1.31%
E02001992,69,Art gallery once a month or more (TGI),46,0.55%
E02001993,69,Art gallery once a month or more (TGI),55,0.84%
E02001994,69,Art gallery once a month or more (TGI),50,0.70%
E02001995,69,Art gallery once a month or more (TGI),90,1.11%
E02001996,69,Art gallery once a month or more (TGI),36,0.63%
E02001997,69,Art gallery once a month or more (TGI),75,1.00%
E02001998,69,Art gallery once a month or more (TGI),40,0.77%
E02001999,69,Art gallery once a month or more (TGI),163,1.40%
E02006805,69,Art gallery once a month or more (TGI),44,0.61%
E02001958,70,Ballet (TGI),507,7.55%
E02001959,70,Ballet (TGI),465,8.08%
E02001961,70,Ballet (TGI),406,6.17%
E02001962,70,Ballet (TGI),396,7.57%
E02001963,70,Ballet (TGI),437,8.34%
E02001964,70,Ballet (TGI),445,6.02%
E02001965,70,Ballet (TGI),579,8.24%
E02001966,70,Ballet (TGI),503,9.68%
E02001967,70,Ballet (TGI),636,10.74%
E02001968,70,Ballet (TGI),448,7.16%
E02001969,70,Ballet (TGI),364,6.81%
E02001970,70,Ballet (TGI),439,8.74%
E02001971,70,Ballet (TGI),425,8.40%
E02001972,70,Ballet (TGI),761,9.11%
E02001973,70,Ballet (TGI),529,7.50%
E02001974,70,Ballet (TGI),791,9.69%
E02001975,70,Ballet (TGI),520,7.98%
E02001976,70,Ballet (TGI),549,8.41%
E02001977,70,Ballet (TGI),908,11.11%
E02001978,70,Ballet (TGI),498,9.06%
E02001979,70,Ballet (TGI),456,9.12%
E02001980,70,Ballet (TGI),554,10.29%
E02001981,70,Ballet (TGI),1212,11.56%
E02001982,70,Ballet (TGI),601,8.41%
E02001983,70,Ballet (TGI),627,9.49%
E02001984,70,Ballet (TGI),734,8.57%
E02001985,70,Ballet (TGI),1038,12.79%
E02001986,70,Ballet (TGI),498,7.40%
E02001987,70,Ballet (TGI),802,13.08%
E02001988,70,Ballet (TGI),1579,16.40%
E02001989,70,Ballet (TGI),471,8.77%
E02001990,70,Ballet (TGI),731,8.87%
E02001991,70,Ballet (TGI),1174,14.47%
