MSOA,Attribute,Value,%,DupValues+.01
E02001976,AFD-All_Bookers per artform_Outdoor Arts,2,0.98%,0.0198
E02001978,AFD-All_Bookers per artform_Outdoor Arts,2,0.98%,0.0198
E02001981,AFD-All_Bookers per artform_Outdoor Arts,2,0.98%,0.0198
E02001989,AFD-All_Bookers per artform_Outdoor Arts,2,0.98%,0.0198
E02006805,AFD-All_Bookers per artform_Outdoor Arts,2,0.98%,0.0198
E02001959,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0147
E02001963,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001970,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001971,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001979,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001980,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001995,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001998,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%,0.0247
E02001958,AFD-All_Bookers per artform_Outdoor Arts,4,1.96%,0.0196
E02001973,AFD-All_Bookers per artform_Outdoor Arts,4,1.96%,0.0296
E02001975,AFD-All_Bookers per artform_Outdoor Arts,4,1.96%,0.0296
E02001982,AFD-All_Bookers per artform_Outdoor Arts,4,1.96%,0.0296
E02001985,AFD-All_Bookers per artform_Outdoor Arts,4,1.96%,0.0296
E02001992,AFD-All_Bookers per artform_Outdoor Arts,5,2.45%,0.0245
E02001999,AFD-All_Bookers per artform_Outdoor Arts,5,2.45%,0.0345
E02001967,AFD-All_Bookers per artform_Outdoor Arts,6,2.94%,0.0294
E02001986,AFD-All_Bookers per artform_Outdoor Arts,6,2.94%,0.0394
E02001977,AFD-All_Bookers per artform_Outdoor Arts,7,3.43%,0.0343
E02001988,AFD-All_Bookers per artform_Outdoor Arts,7,3.43%,0.0443
E02001990,AFD-All_Bookers per artform_Outdoor Arts,7,3.43%,0.0443
E02001984,AFD-All_Bookers per artform_Outdoor Arts,8,3.92%,0.0392
E02001987,AFD-All_Bookers per artform_Outdoor Arts,8,3.92%,0.0492
E02001997,AFD-All_Bookers per artform_Outdoor Arts,8,3.92%,0.0492
E02001974,AFD-All_Bookers per artform_Outdoor Arts,11,5.39%,0.0539
E02001993,AFD-All_Bookers per artform_Outdoor Arts,11,5.39%,0.0639
E02001983,AFD-All_Bookers per artform_Outdoor Arts,15,7.35%,0.0735
E02001994,AFD-All_Bookers per artform_Outdoor Arts,17,8.33%,0.0833
E02001991,AFD-All_Bookers per artform_Outdoor Arts,20,9.80%,0.098
E02001966,AFD-All_Bookers per artform_Plays/Drama,53,0.37%,0.0037
E02001972,AFD-All_Bookers per artform_Plays/Drama,95,0.65%,0.0065
E02001962,AFD-All_Bookers per artform_Plays/Drama,115,0.79%,0.0079
E02001981,AFD-All_Bookers per artform_Plays/Drama,129,0.89%,0.0089
E02001996,AFD-All_Bookers per artform_Plays/Drama,129,0.89%,0.0189
E02001964,AFD-All_Bookers per artform_Plays/Drama,156,1.08%,0.0108
E02001985,AFD-All_Bookers per artform_Plays/Drama,156,1.08%,0.0208
E02001973,AFD-All_Bookers per artform_Plays/Drama,171,1.18%,0.0118
E02001961,AFD-All_Bookers per artform_Plays/Drama,178,1.23%,0.0123
E02001968,AFD-All_Bookers per artform_Plays/Drama,181,1.25%,0.0125
E02001970,AFD-All_Bookers per artform_Plays/Drama,183,1.26%,0.0126
E02001969,AFD-All_Bookers per artform_Plays/Drama,185,1.28%,0.0128
E02006805,AFD-All_Bookers per artform_Plays/Drama,195,1.34%,0.0134
E02001978,AFD-All_Bookers per artform_Plays/Drama,245,1.69%,0.0169
E02001958,AFD-All_Bookers per artform_Plays/Drama,247,1.70%,0.017
E02001992,AFD-All_Bookers per artform_Plays/Drama,249,1.72%,0.0172
E02001959,AFD-All_Bookers per artform_Plays/Drama,266,1.83%,0.0183
E02001976,AFD-All_Bookers per artform_Plays/Drama,278,1.92%,0.0192
E02001975,AFD-All_Bookers per artform_Plays/Drama,294,2.03%,0.0203
E02001977,AFD-All_Bookers per artform_Plays/Drama,298,2.05%,0.0205
E02001986,AFD-All_Bookers per artform_Plays/Drama,303,2.09%,0.0209
E02001971,AFD-All_Bookers per artform_Plays/Drama,305,2.10%,0.021
E02001963,AFD-All_Bookers per artform_Plays/Drama,308,2.12%,0.0212
E02001989,AFD-All_Bookers per artform_Plays/Drama,341,2.35%,0.0235
E02001965,AFD-All_Bookers per artform_Plays/Drama,344,2.37%,0.0237
E02001979,AFD-All_Bookers per artform_Plays/Drama,356,2.45%,0.0245
E02001995,AFD-All_Bookers per artform_Plays/Drama,357,2.46%,0.0246
E02001988,AFD-All_Bookers per artform_Plays/Drama,390,2.69%,0.0269
E02001980,AFD-All_Bookers per artform_Plays/Drama,444,3.06%,0.0306
E02001998,AFD-All_Bookers per artform_Plays/Drama,464,3.20%,0.032
E02001982,AFD-All_Bookers per artform_Plays/Drama,474,3.27%,0.0327
E02001993,AFD-All_Bookers per artform_Plays/Drama,477,3.29%,0.0329
E02001990,AFD-All_Bookers per artform_Plays/Drama,486,3.35%,0.0335
E02001994,AFD-All_Bookers per artform_Plays/Drama,497,3.43%,0.0343
E02001967,AFD-All_Bookers per artform_Plays/Drama,504,3.47%,0.0347
E02001983,AFD-All_Bookers per artform_Plays/Drama,515,3.55%,0.0355
E02001984,AFD-All_Bookers per artform_Plays/Drama,518,3.57%,0.0357
E02001974,AFD-All_Bookers per artform_Plays/Drama,605,4.17%,0.0417
E02001999,AFD-All_Bookers per artform_Plays/Drama,607,4.19%,0.0419
E02001987,AFD-All_Bookers per artform_Plays/Drama,639,4.41%,0.0441
E02001997,AFD-All_Bookers per artform_Plays/Drama,649,4.47%,0.0447
E02001991,AFD-All_Bookers per artform_Plays/Drama,1118,7.71%,0.0771
E02001966,AFD-All_Bookers per artform_Total income,28779.35,0.30%,0.003
E02001972,AFD-All_Bookers per artform_Total income,43094.99,0.45%,0.0045
E02001981,AFD-All_Bookers per artform_Total income,50410.2,0.52%,0.0052
E02001985,AFD-All_Bookers per artform_Total income,64199.15,0.67%,0.0067
E02001962,AFD-All_Bookers per artform_Total income,72619.58,0.75%,0.0075
E02001964,AFD-All_Bookers per artform_Total income,92201.93,0.96%,0.0096
E02001996,AFD-All_Bookers per artform_Total income,93884.83,0.97%,0.0097
E02001961,AFD-All_Bookers per artform_Total income,110748.18,1.15%,0.0115
E02001973,AFD-All_Bookers per artform_Total income,119132.17,1.24%,0.0124
E02006805,AFD-All_Bookers per artform_Total income,122233.58,1.27%,0.0127
E02001969,AFD-All_Bookers per artform_Total income,124651.65,1.29%,0.0129
E02001968,AFD-All_Bookers per artform_Total income,126444.32,1.31%,0.0131
E02001970,AFD-All_Bookers per artform_Total income,129846.51,1.35%,0.0135
E02001977,AFD-All_Bookers per artform_Total income,131542.87,1.37%,0.0137
E02001978,AFD-All_Bookers per artform_Total income,165497.11,1.72%,0.0172
E02001959,AFD-All_Bookers per artform_Total income,172363.03,1.79%,0.0179
E02001992,AFD-All_Bookers per artform_Total income,176438.75,1.83%,0.0183
E02001958,AFD-All_Bookers per artform_Total income,178307.2,1.85%,0.0185
E02001988,AFD-All_Bookers per artform_Total income,184939.01,1.92%,0.0192
E02001976,AFD-All_Bookers per artform_Total income,185934.26,1.93%,0.0193
E02001989,AFD-All_Bookers per artform_Total income,195690.18,2.03%,0.0203
E02001995,AFD-All_Bookers per artform_Total income,205730.22,2.14%,0.0214
E02001986,AFD-All_Bookers per artform_Total income,210817.6,2.19%,0.0219
E02001963,AFD-All_Bookers per artform_Total income,220867.21,2.29%,0.0229
E02001975,AFD-All_Bookers per artform_Total income,233193.37,2.42%,0.0242
E02001971,AFD-All_Bookers per artform_Total income,245458.92,2.55%,0.0255
E02001965,AFD-All_Bookers per artform_Total income,252611.62,2.62%,0.0262
E02001987,AFD-All_Bookers per artform_Total income,254857.88,2.65%,0.0265
E02001979,AFD-All_Bookers per artform_Total income,262667.8,2.73%,0.0273
E02001993,AFD-All_Bookers per artform_Total income,308307.4,3.20%,0.032
E02001998,AFD-All_Bookers per artform_Total income,312635.77,3.25%,0.0325
E02001984,AFD-All_Bookers per artform_Total income,314615.82,3.27%,0.0327
E02001994,AFD-All_Bookers per artform_Total income,320337.83,3.33%,0.0333
E02001999,AFD-All_Bookers per artform_Total income,350460.53,3.64%,0.0364
E02001980,AFD-All_Bookers per artform_Total income,358430.11,3.72%,0.0372
E02001983,AFD-All_Bookers per artform_Total income,364062,3.78%,0.0378
E02001990,AFD-All_Bookers per artform_Total income,378633.5,3.93%,0.0393
E02001982,AFD-All_Bookers per artform_Total income,383494.75,3.98%,0.0398
E02001967,AFD-All_Bookers per artform_Total income,403944.73,4.19%,0.0419
E02001974,AFD-All_Bookers per artform_Total income,439740.8,4.56%,0.0456
E02001997,AFD-All_Bookers per artform_Total income,488817.15,5.07%,0.0507
E02001991,AFD-All_Bookers per artform_Total income,754507.44,7.83%,0.0783
E02001958,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0
E02001959,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001961,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001962,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001963,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001964,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001965,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001966,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001967,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001968,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001969,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001971,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001972,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001973,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001974,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001975,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001976,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001977,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001978,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001979,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001980,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001981,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001982,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001983,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001984,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001985,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001986,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001987,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001988,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001989,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001990,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001991,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001992,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001993,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001994,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001995,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001997,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001998,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001999,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02006805,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001970,AFD-All_Bookers per artform_Traditional Visual Arts,1,50.00%,0.5
E02001996,AFD-All_Bookers per artform_Traditional Visual Arts,1,50.00%,0.51
E02001961,AFD-All_Bookers per artform_Uncoded,9,0.63%,0.0063
E02001964,AFD-All_Bookers per artform_Uncoded,9,0.63%,0.0163
E02001966,AFD-All_Bookers per artform_Uncoded,9,0.63%,0.0163
E02001969,AFD-All_Bookers per artform_Uncoded,9,0.63%,0.0163
E02001972,AFD-All_Bookers per artform_Uncoded,10,0.70%,0.007
E02001970,AFD-All_Bookers per artform_Uncoded,12,0.85%,0.0085
E02001959,AFD-All_Bookers per artform_Uncoded,13,0.92%,0.0092
E02001996,AFD-All_Bookers per artform_Uncoded,13,0.92%,0.0192
E02006805,AFD-All_Bookers per artform_Uncoded,13,0.92%,0.0192
E02001962,AFD-All_Bookers per artform_Uncoded,14,0.99%,0.0099
E02001973,AFD-All_Bookers per artform_Uncoded,14,0.99%,0.0199
E02001958,AFD-All_Bookers per artform_Uncoded,15,1.06%,0.0106
E02001978,AFD-All_Bookers per artform_Uncoded,15,1.06%,0.0206
E02001981,AFD-All_Bookers per artform_Uncoded,15,1.06%,0.0206
E02001975,AFD-All_Bookers per artform_Uncoded,19,1.34%,0.0134
E02001992,AFD-All_Bookers per artform_Uncoded,19,1.34%,0.0234
E02001985,AFD-All_Bookers per artform_Uncoded,20,1.41%,0.0141
E02001976,AFD-All_Bookers per artform_Uncoded,21,1.48%,0.0148
E02001963,AFD-All_Bookers per artform_Uncoded,22,1.55%,0.0155
E02001965,AFD-All_Bookers per artform_Uncoded,22,1.55%,0.0255
E02001968,AFD-All_Bookers per artform_Uncoded,22,1.55%,0.0255
E02001986,AFD-All_Bookers per artform_Uncoded,23,1.62%,0.0162
E02001995,AFD-All_Bookers per artform_Uncoded,24,1.69%,0.0169
E02001979,AFD-All_Bookers per artform_Uncoded,28,1.97%,0.0197
E02001971,AFD-All_Bookers per artform_Uncoded,29,2.04%,0.0204
E02001989,AFD-All_Bookers per artform_Uncoded,30,2.11%,0.0211
E02001977,AFD-All_Bookers per artform_Uncoded,36,2.54%,0.0254
E02001980,AFD-All_Bookers per artform_Uncoded,37,2.61%,0.0261
E02001998,AFD-All_Bookers per artform_Uncoded,42,2.96%,0.0296
E02001990,AFD-All_Bookers per artform_Uncoded,44,3.10%,0.031
E02001984,AFD-All_Bookers per artform_Uncoded,45,3.17%,0.0317
E02001967,AFD-All_Bookers per artform_Uncoded,46,3.24%,0.0324
E02001983,AFD-All_Bookers per artform_Uncoded,49,3.45%,0.0345
E02001974,AFD-All_Bookers per artform_Uncoded,50,3.52%,0.0352
E02001994,AFD-All_Bookers per artform_Uncoded,52,3.66%,0.0366
E02001993,AFD-All_Bookers per artform_Uncoded,54,3.81%,0.0381
E02001982,AFD-All_Bookers per artform_Uncoded,62,4.37%,0.0437
E02001988,AFD-All_Bookers per artform_Uncoded,69,4.86%,0.0486
E02001997,AFD-All_Bookers per artform_Uncoded,69,4.86%,0.0586
E02001987,AFD-All_Bookers per artform_Uncoded,77,5.43%,0.0543
E02001999,AFD-All_Bookers per artform_Uncoded,79,5.57%,0.0557
E02001991,AFD-All_Bookers per artform_Uncoded,159,11.21%,0.1121
E02001972,AFD-All_Bookers per artform_Workshops,5,0.53%,0.0053
E02001985,AFD-All_Bookers per artform_Workshops,6,0.64%,0.0064
E02001964,AFD-All_Bookers per artform_Workshops,7,0.75%,0.0075
E02001965,AFD-All_Bookers per artform_Workshops,7,0.75%,0.0175
E02001966,AFD-All_Bookers per artform_Workshops,7,0.75%,0.0175
E02001962,AFD-All_Bookers per artform_Workshops,8,0.85%,0.0085
E02001963,AFD-All_Bookers per artform_Workshops,9,0.96%,0.0096
E02001970,AFD-All_Bookers per artform_Workshops,10,1.07%,0.0107
E02001959,AFD-All_Bookers per artform_Workshops,11,1.17%,0.0117
E02006805,AFD-All_Bookers per artform_Workshops,11,1.17%,0.0217
E02001968,AFD-All_Bookers per artform_Workshops,12,1.28%,0.0128
E02001996,AFD-All_Bookers per artform_Workshops,12,1.28%,0.0228
E02001961,AFD-All_Bookers per artform_Workshops,14,1.49%,0.0149
E02001975,AFD-All_Bookers per artform_Workshops,14,1.49%,0.0249
E02001969,AFD-All_Bookers per artform_Workshops,15,1.60%,0.016
E02001976,AFD-All_Bookers per artform_Workshops,15,1.60%,0.026
E02001981,AFD-All_Bookers per artform_Workshops,15,1.60%,0.026
E02001958,AFD-All_Bookers per artform_Workshops,16,1.71%,0.0171
E02001971,AFD-All_Bookers per artform_Workshops,16,1.71%,0.0271
E02001986,AFD-All_Bookers per artform_Workshops,16,1.71%,0.0271
E02001992,AFD-All_Bookers per artform_Workshops,18,1.92%,0.0192
E02001973,AFD-All_Bookers per artform_Workshops,19,2.03%,0.0203
E02001978,AFD-All_Bookers per artform_Workshops,20,2.13%,0.0213
E02001989,AFD-All_Bookers per artform_Workshops,22,2.35%,0.0235
E02001990,AFD-All_Bookers per artform_Workshops,22,2.35%,0.0335
E02001988,AFD-All_Bookers per artform_Workshops,23,2.45%,0.0245
E02001979,AFD-All_Bookers per artform_Workshops,24,2.56%,0.0256
E02001982,AFD-All_Bookers per artform_Workshops,25,2.67%,0.0267
E02001995,AFD-All_Bookers per artform_Workshops,26,2.77%,0.0277
E02001980,AFD-All_Bookers per artform_Workshops,27,2.88%,0.0288
E02001967,AFD-All_Bookers per artform_Workshops,31,3.31%,0.0331
E02001977,AFD-All_Bookers per artform_Workshops,31,3.31%,0.0431
E02001984,AFD-All_Bookers per artform_Workshops,31,3.31%,0.0431
E02001983,AFD-All_Bookers per artform_Workshops,32,3.42%,0.0342
E02001997,AFD-All_Bookers per artform_Workshops,32,3.42%,0.0442
E02001974,AFD-All_Bookers per artform_Workshops,33,3.52%,0.0352
E02001993,AFD-All_Bookers per artform_Workshops,39,4.16%,0.0416
E02001987,AFD-All_Bookers per artform_Workshops,40,4.27%,0.0427
E02001998,AFD-All_Bookers per artform_Workshops,40,4.27%,0.0527
E02001994,AFD-All_Bookers per artform_Workshops,41,4.38%,0.0438
E02001999,AFD-All_Bookers per artform_Workshops,43,4.59%,0.0459
E02001991,AFD-All_Bookers per artform_Workshops,92,9.82%,0.0982
E02001966,AFD-All_No of venues visited_1,200,0.59%,0.0059
E02001972,AFD-All_No of venues visited_1,326,0.96%,0.0096
E02001962,AFD-All_No of venues visited_1,368,1.09%,0.0109
E02001981,AFD-All_No of venues visited_1,421,1.25%,0.0125
E02001996,AFD-All_No of venues visited_1,471,1.39%,0.0139
E02001985,AFD-All_No of venues visited_1,489,1.45%,0.0145
E02001964,AFD-All_No of venues visited_1,545,1.61%,0.0161
E02001970,AFD-All_No of venues visited_1,559,1.65%,0.0165
E02001961,AFD-All_No of venues visited_1,589,1.74%,0.0174
E02001973,AFD-All_No of venues visited_1,616,1.82%,0.0182
E02001978,AFD-All_No of venues visited_1,625,1.85%,0.0185
E02001969,AFD-All_No of venues visited_1,631,1.87%,0.0187
E02001968,AFD-All_No of venues visited_1,632,1.87%,0.0287
E02006805,AFD-All_No of venues visited_1,646,1.91%,0.0191
E02001959,AFD-All_No of venues visited_1,653,1.93%,0.0193
E02001976,AFD-All_No of venues visited_1,701,2.07%,0.0207
E02001963,AFD-All_No of venues visited_1,718,2.12%,0.0212
E02001958,AFD-All_No of venues visited_1,723,2.14%,0.0214
E02001971,AFD-All_No of venues visited_1,747,2.21%,0.0221
E02001998,AFD-All_No of venues visited_1,769,2.27%,0.0227
E02001975,AFD-All_No of venues visited_1,800,2.37%,0.0237
E02001992,AFD-All_No of venues visited_1,811,2.40%,0.024
E02001986,AFD-All_No of venues visited_1,812,2.40%,0.034
E02001979,AFD-All_No of venues visited_1,818,2.42%,0.0242
E02001980,AFD-All_No of venues visited_1,831,2.46%,0.0246
E02001965,AFD-All_No of venues visited_1,837,2.48%,0.0248
E02001977,AFD-All_No of venues visited_1,840,2.48%,0.0348
E02001989,AFD-All_No of venues visited_1,859,2.54%,0.0254
E02001988,AFD-All_No of venues visited_1,910,2.69%,0.0269
E02001995,AFD-All_No of venues visited_1,938,2.77%,0.0277
E02001997,AFD-All_No of venues visited_1,943,2.79%,0.0279
E02001994,AFD-All_No of venues visited_1,951,2.81%,0.0281
E02001967,AFD-All_No of venues visited_1,987,2.92%,0.0292
E02001984,AFD-All_No of venues visited_1,1091,3.23%,0.0323
E02001983,AFD-All_No of venues visited_1,1116,3.30%,0.033
E02001990,AFD-All_No of venues visited_1,1140,3.37%,0.0337
E02001993,AFD-All_No of venues visited_1,1169,3.46%,0.0346
E02001982,AFD-All_No of venues visited_1,1188,3.51%,0.0351
E02001974,AFD-All_No of venues visited_1,1272,3.76%,0.0376
E02001999,AFD-All_No of venues visited_1,1283,3.79%,0.0379
E02001987,AFD-All_No of venues visited_1,1299,3.84%,0.0384
E02001991,AFD-All_No of venues visited_1,1485,4.39%,0.0439
E02001958,AFD-All_No of venues visited_10,0,0.00%,0
