MSOA,Attribute,Value,%
E02001968,Outdoors Sub-domain Score,0.553141055,
E02001969,Adults 15+ estimate 2018,5349,1.85%
E02001969,Household estimate 2018,2851,1.97%
E02001969,Population estimate 2018,6745,1.89%
E02001969,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001969,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001969,Segmentation_Audience Spectrum_Experience Seekers,0,0.00%
E02001969,Segmentation_Audience Spectrum_Dormitory Dependables,0,0.00%
E02001969,Segmentation_Audience Spectrum_Trips & Treats,986,18.52%
E02001969,Segmentation_Audience Spectrum_Home & Heritage,120,2.25%
E02001969,Segmentation_Audience Spectrum_Up Our Street,1830,34.37%
E02001969,Segmentation_Audience Spectrum_Facebook Families,2030,38.12%
E02001969,Segmentation_Audience Spectrum_Kaleidoscope Creativity,114,2.14%
E02001969,Segmentation_Audience Spectrum segment_Heydays,245,4.60%
E02001969,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,5325,
E02001969,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001969,Segmentation_MOSAIC_B Prestige Positions ,0,0.00%
E02001969,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001969,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001969,Segmentation_MOSAIC_E Senior Security ,136,2.54%
E02001969,Segmentation_MOSAIC_F Suburban Stability ,0,0.00%
E02001969,Segmentation_MOSAIC_G Domestic Success ,0,0.00%
E02001969,Segmentation_MOSAIC_H Aspiring Homemakers ,98,1.83%
E02001969,Segmentation_MOSAIC_I Family Basics ,2123,39.69%
E02001969,Segmentation_MOSAIC_J Transient Renters ,672,12.56%
E02001969,Segmentation_MOSAIC_K Municipal Tenants,119,2.22%
E02001969,Segmentation_MOSAIC_L Vintage Value ,756,14.13%
E02001969,Segmentation_MOSAIC_M Modest Traditions ,1387,25.93%
E02001969,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001969,Segmentation_MOSAIC_O Rental Hubs ,58,1.08%
E02001969,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001969,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,5349,
E02001969,TGI-Leisure_Art galleries,1018,19.03%
E02001969,TGI-Leisure_Art gallery once a month or more,28,0.52%
E02001969,TGI-Leisure_Ballet,364,6.81%
E02001969,TGI-Leisure_Classical concerts,459,8.58%
E02001969,TGI-Leisure_Comedy Shows,1077,20.13%
E02001969,TGI-Leisure_Contemp-orary dance,311,5.81%
E02001969,TGI-Leisure_Jazz concerts,324,6.06%
E02001969,TGI-Leisure_Opera,246,4.60%
E02001969,TGI-Leisure_Plays,1092,20.42%
E02001969,TGI-Leisure_Popular/rock concert,1694,31.67%
E02001969,TGI-Leisure_Theatre,1662,31.07%
E02001969,TGI-Leisure_Theatre once a month or more,74,1.38%
E02001969,TGI-Leisure_Museums,1034,19.33%
E02001969,TGI-Leisure_Archaeological sites,200,3.74%
E02001969,TGI-Leisure_Stately homes/ castles,953,17.82%
E02001969,TGI-Leisure_Cinema_Ever go to the cinema,3889,72.71%
E02001969,TGI-Leisure_Cinema_Go every two or three months,692,12.94%
E02001969,TGI-Leisure_Cinema_Go once or more a month,670,12.53%
E02001969,TGI-Leisure_Cinema_Never go,1460,27.29%
E02001969,TGI-Leisure_Adults 15+ estimate 2018,5349,
E02001969,TGI-Media_Daily Express,90,1.68%
E02001969,TGI-Media_Daily Mail,165,3.08%
E02001969,TGI-Media_Daily Mirror,115,2.15%
E02001969,TGI-Media_Daily Record,5,0.09%
E02001969,TGI-Media_Daily Star,94,1.76%
E02001969,TGI-Media_Daily Telegraph,33,0.62%
E02001969,TGI-Media_Financial Times,10,0.19%
E02001969,TGI-Media_The Guardian,31,0.58%
E02001969,TGI-Media_i (newspaper),32,0.60%
E02001969,TGI-Media_The Sun,351,6.56%
E02001969,TGI-Media_The Times,50,0.93%
E02001969,TGI-Media_Adults 15+ estimate 2018,5349,
E02001969,AFD-All_Number of Bookers,818,1.64%
E02001969,AFD-All_Tickets Issued,6580,1.42%
E02001969,AFD-All_No of venues visited_1,631,1.87%
E02001969,AFD-All_No of venues visited_2,135,1.38%
E02001969,AFD-All_No of venues visited_3,32,0.88%
E02001969,AFD-All_No of venues visited_4,13,0.91%
E02001969,AFD-All_No of venues visited_5,4,0.66%
E02001969,AFD-All_No of venues visited_6,0,0.00%
E02001969,AFD-All_No of venues visited_7,1,0.75%
E02001969,AFD-All_No of venues visited_8,1,1.54%
E02001969,AFD-All_No of venues visited_9,0,0.00%
E02001969,AFD-All_No of venues visited_10,0,0.00%
E02001969,AFD-All_No of venues visited_More than 10,1,1.82%
E02001969,AFD-All_No of venues visited_Average,1.338630807,133.86%
E02001969,AFD-All_Bookers per artform_Children/Family,141,1.78%
E02001969,AFD-All_Bookers per artform_Christmas Show,197,2.03%
E02001969,AFD-All_Bookers per artform_Contemporary Visual Arts,1,0.51%
E02001969,AFD-All_Bookers per artform_Dance,103,1.45%
E02001969,AFD-All_Bookers per artform_Film,40,0.79%
E02001969,AFD-All_Bookers per artform_General Entertainment,176,1.62%
E02001969,AFD-All_Bookers per artform_Literature,2,0.66%
E02001969,AFD-All_Bookers per artform_Museums/Heritage,51,1.71%
E02001969,AFD-All_Bookers per artform_Music,243,1.57%
E02001969,AFD-All_Bookers per artform_Musical Theatre,230,1.52%
E02001969,AFD-All_Bookers per artform_Other Artforms,16,1.88%
E02001969,AFD-All_Bookers per artform_Outdoor Arts,1,0.49%
E02001969,AFD-All_Bookers per artform_Plays/Drama,185,1.28%
E02001969,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001969,AFD-All_Bookers per artform_Uncoded,9,0.63%
E02001969,AFD-All_Bookers per artform_Workshops,15,1.60%
E02001969,AFD-All_Performances_Number of performances,1548,1.43%
E02001969,AFD-All_Performances_Avg. performances booked for per customer,1.892420538,189.24%
E02001969,AFD-All_Yield_Average yield per ticket,19.9794,1997.94%
E02001969,AFD-All_Bookers per artform_Total income,124651.65,1.29%
E02001969,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001969,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001969,AFD-All_Audience Spectrum_Experience Seekers,2,0.24%
E02001969,AFD-All_Audience Spectrum_Dormitory Dependables,8,0.98%
E02001969,AFD-All_Audience Spectrum_Trips & Treats,133,16.26%
E02001969,AFD-All_Audience Spectrum_Home & Heritage,16,1.96%
E02001969,AFD-All_Audience Spectrum_Up Our Street,272,33.25%
E02001969,AFD-All_Audience Spectrum_Facebook Families,297,36.31%
E02001969,AFD-All_Audience Spectrum_Kaleidoscope Creativity,31,3.79%
E02001969,AFD-All_Audience Spectrum_Heydays,59,7.21%
E02001969,AFD-All_Audience Spectrum_Total,818,
E02001969,AFD-Coventry_Number of Bookers,685,1.77%
E02001969,AFD-Coventry_Tickets Issued,5326,1.65%
E02001969,AFD-Coventry_No of venues visited_1,614,1.88%
E02001969,AFD-Coventry_No of venues visited_2,71,1.17%
E02001969,AFD-Coventry_No of venues visited_Average,1.103649635,110.36%
E02001969,AFD-Coventry_Bookers per artform_Children/Family,133,1.84%
E02001969,AFD-Coventry_Bookers per artform_Christmas Show,188,2.26%
E02001969,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,1,0.73%
E02001969,AFD-Coventry_Bookers per artform_Dance,85,1.97%
E02001969,AFD-Coventry_Bookers per artform_Film,35,0.75%
E02001969,AFD-Coventry_Bookers per artform_General Entertainment,157,1.75%
E02001969,AFD-Coventry_Bookers per artform_Literature,1,3.57%
E02001969,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001969,AFD-Coventry_Bookers per artform_Music,197,1.70%
E02001969,AFD-Coventry_Bookers per artform_Musical Theatre,170,1.75%
E02001969,AFD-Coventry_Bookers per artform_Other Artforms,11,2.17%
E02001969,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%
E02001969,AFD-Coventry_Bookers per artform_Plays/Drama,155,1.42%
E02001969,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001969,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001969,AFD-Coventry_Bookers per artform_Workshops,14,1.86%
E02001969,AFD-Coventry_Performances_Number of performances,1061,1.83%
E02001969,AFD-Coventry_Performances_Avg. performances booked for per customer,1.548905109,
E02001969,AFD-Coventry_Yield_Average yield per ticket,17.5161,
E02001969,AFD-Coventry_Bookers per artform_Total income,88701.95,
E02001969,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001969,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001969,AFD-Coventry_Audience Spectrum_Experience Seekers,2,0.29%
E02001969,AFD-Coventry_Audience Spectrum_Dormitory Dependables,7,1.02%
E02001969,AFD-Coventry_Audience Spectrum_Trips & Treats,100,14.60%
E02001969,AFD-Coventry_Audience Spectrum_Home & Heritage,14,2.04%
E02001969,AFD-Coventry_Audience Spectrum_Up Our Street,229,33.43%
E02001969,AFD-Coventry_Audience Spectrum_Facebook Families,252,36.79%
E02001969,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,30,4.38%
E02001969,AFD-Coventry_Audience Spectrum_Heydays,51,7.45%
E02001969,AFD-Coventry_Audience Spectrum_Total,685,1.77%
E02001969,Index of Multiple Deprivation (IMD) Score,35.82668976,
E02001969,Income Score (rate),0.203120272,
E02001969,Employment Score (rate),0.088754311,
E02001969,"Education, Skills and Training Score",38.08188031,
E02001969,Health Deprivation and Disability Score,0.793950007,
E02001969,Crime Score,0.48692204,
E02001969,Barriers to Housing and Services Score,19.17968729,
E02001969,Living Environment Score,44.39138965,
E02001969,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.051879003,
E02001969,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.05020229,
E02001969,Children and Young People Sub-domain Score,0.75661281,
E02001969,Adult Skills Sub-domain Score,0.407336473,
E02001969,Geographical Barriers Sub-domain Score,-0.878045935,
E02001969,Wider Barriers Sub-domain Score,2.023706709,
E02001969,Indoors Sub-domain Score,1.071019128,
E02001969,Outdoors Sub-domain Score,0.54633372,
E02001970,Adults 15+ estimate 2018,5025,1.73%
E02001970,Household estimate 2018,2717,1.87%
E02001970,Population estimate 2018,5971,1.67%
E02001970,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001970,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001970,Segmentation_Audience Spectrum_Experience Seekers,0,0.00%
E02001970,Segmentation_Audience Spectrum_Dormitory Dependables,17,0.35%
E02001970,Segmentation_Audience Spectrum_Trips & Treats,2188,45.19%
E02001970,Segmentation_Audience Spectrum_Home & Heritage,964,19.91%
E02001970,Segmentation_Audience Spectrum_Up Our Street,1009,20.84%
E02001970,Segmentation_Audience Spectrum_Facebook Families,489,10.10%
E02001970,Segmentation_Audience Spectrum_Kaleidoscope Creativity,88,1.82%
E02001970,Segmentation_Audience Spectrum segment_Heydays,87,1.80%
E02001970,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,4842,
E02001970,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001970,Segmentation_MOSAIC_B Prestige Positions ,0,0.00%
E02001970,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001970,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001970,Segmentation_MOSAIC_E Senior Security ,1520,30.25%
E02001970,Segmentation_MOSAIC_F Suburban Stability ,124,2.47%
E02001970,Segmentation_MOSAIC_G Domestic Success ,0,0.00%
E02001970,Segmentation_MOSAIC_H Aspiring Homemakers ,542,10.79%
E02001970,Segmentation_MOSAIC_I Family Basics ,316,6.29%
E02001970,Segmentation_MOSAIC_J Transient Renters ,230,4.58%
E02001970,Segmentation_MOSAIC_K Municipal Tenants,88,1.75%
E02001970,Segmentation_MOSAIC_L Vintage Value ,138,2.75%
E02001970,Segmentation_MOSAIC_M Modest Traditions ,1532,30.49%
E02001970,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001970,Segmentation_MOSAIC_O Rental Hubs ,535,10.65%
E02001970,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001970,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,5025,
E02001970,TGI-Leisure_Art galleries,1110,22.09%
E02001970,TGI-Leisure_Art gallery once a month or more,42,0.84%
E02001970,TGI-Leisure_Ballet,439,8.74%
E02001970,TGI-Leisure_Classical concerts,565,11.24%
E02001970,TGI-Leisure_Comedy Shows,1031,20.52%
E02001970,TGI-Leisure_Contemp-orary dance,295,5.87%
E02001970,TGI-Leisure_Jazz concerts,356,7.08%
E02001970,TGI-Leisure_Opera,303,6.03%
E02001970,TGI-Leisure_Plays,1263,25.13%
E02001970,TGI-Leisure_Popular/rock concert,1600,31.84%
E02001970,TGI-Leisure_Theatre,1847,36.76%
E02001970,TGI-Leisure_Theatre once a month or more,81,1.61%
E02001970,TGI-Leisure_Museums,986,19.62%
E02001970,TGI-Leisure_Archaeological sites,230,4.58%
E02001970,TGI-Leisure_Stately homes/ castles,994,19.78%
E02001970,TGI-Leisure_Cinema_Ever go to the cinema,3490,69.45%
E02001970,TGI-Leisure_Cinema_Go every two or three months,591,11.76%
E02001970,TGI-Leisure_Cinema_Go once or more a month,591,11.76%
E02001970,TGI-Leisure_Cinema_Never go,1535,30.55%
E02001970,TGI-Leisure_Adults 15+ estimate 2018,5025,
E02001970,TGI-Media_Daily Express,125,2.49%
E02001970,TGI-Media_Daily Mail,288,5.73%
E02001970,TGI-Media_Daily Mirror,104,2.07%
E02001970,TGI-Media_Daily Record,3,0.06%
E02001970,TGI-Media_Daily Star,69,1.37%
E02001970,TGI-Media_Daily Telegraph,77,1.53%
E02001970,TGI-Media_Financial Times,6,0.12%
E02001970,TGI-Media_The Guardian,46,0.92%
E02001970,TGI-Media_i (newspaper),48,0.96%
E02001970,TGI-Media_The Sun,309,6.15%
E02001970,TGI-Media_The Times,73,1.45%
E02001970,TGI-Media_Adults 15+ estimate 2018,5025,
E02001970,AFD-All_Number of Bookers,758,1.52%
E02001970,AFD-All_Tickets Issued,5823,1.25%
E02001970,AFD-All_No of venues visited_1,559,1.65%
E02001970,AFD-All_No of venues visited_2,141,1.45%
E02001970,AFD-All_No of venues visited_3,36,0.99%
E02001970,AFD-All_No of venues visited_4,16,1.12%
E02001970,AFD-All_No of venues visited_5,3,0.49%
E02001970,AFD-All_No of venues visited_6,2,0.75%
E02001970,AFD-All_No of venues visited_7,0,0.00%
E02001970,AFD-All_No of venues visited_8,0,0.00%
E02001970,AFD-All_No of venues visited_9,1,2.44%
E02001970,AFD-All_No of venues visited_10,0,0.00%
E02001970,AFD-All_No of venues visited_More than 10,0,0.00%
E02001970,AFD-All_No of venues visited_Average,1.383905013,138.39%
E02001970,AFD-All_Bookers per artform_Children/Family,119,1.50%
E02001970,AFD-All_Bookers per artform_Christmas Show,157,1.62%
E02001970,AFD-All_Bookers per artform_Contemporary Visual Arts,0,0.00%
E02001970,AFD-All_Bookers per artform_Dance,94,1.32%
E02001970,AFD-All_Bookers per artform_Film,19,0.37%
E02001970,AFD-All_Bookers per artform_General Entertainment,153,1.41%
E02001970,AFD-All_Bookers per artform_Literature,0,0.00%
E02001970,AFD-All_Bookers per artform_Museums/Heritage,48,1.61%
E02001970,AFD-All_Bookers per artform_Music,234,1.51%
E02001970,AFD-All_Bookers per artform_Musical Theatre,250,1.65%
E02001970,AFD-All_Bookers per artform_Other Artforms,9,1.06%
E02001970,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%
E02001970,AFD-All_Bookers per artform_Plays/Drama,183,1.26%
E02001970,AFD-All_Bookers per artform_Traditional Visual Arts,1,50.00%
E02001970,AFD-All_Bookers per artform_Uncoded,12,0.85%
E02001970,AFD-All_Bookers per artform_Workshops,10,1.07%
E02001970,AFD-All_Performances_Number of performances,1448,1.34%
E02001970,AFD-All_Performances_Avg. performances booked for per customer,1.910290237,191.03%
E02001970,AFD-All_Yield_Average yield per ticket,23.2117,2321.17%
E02001970,AFD-All_Bookers per artform_Total income,129846.51,1.35%
E02001970,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001970,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001970,AFD-All_Audience Spectrum_Experience Seekers,7,0.92%
E02001970,AFD-All_Audience Spectrum_Dormitory Dependables,43,5.67%
E02001970,AFD-All_Audience Spectrum_Trips & Treats,304,40.11%
E02001970,AFD-All_Audience Spectrum_Home & Heritage,91,12.01%
E02001970,AFD-All_Audience Spectrum_Up Our Street,188,24.80%
E02001970,AFD-All_Audience Spectrum_Facebook Families,92,12.14%
E02001970,AFD-All_Audience Spectrum_Kaleidoscope Creativity,10,1.32%
E02001970,AFD-All_Audience Spectrum_Heydays,23,3.03%
E02001970,AFD-All_Audience Spectrum_Total,758,
E02001970,AFD-Coventry_Number of Bookers,588,1.52%
E02001970,AFD-Coventry_Tickets Issued,4130,1.28%
E02001970,AFD-Coventry_No of venues visited_1,542,1.66%
E02001970,AFD-Coventry_No of venues visited_2,46,0.76%
E02001970,AFD-Coventry_No of venues visited_Average,1.078231293,107.82%
E02001970,AFD-Coventry_Bookers per artform_Children/Family,101,1.40%
E02001970,AFD-Coventry_Bookers per artform_Christmas Show,141,1.70%
E02001970,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,0,0.00%
E02001970,AFD-Coventry_Bookers per artform_Dance,59,1.37%
E02001970,AFD-Coventry_Bookers per artform_Film,14,0.30%
E02001970,AFD-Coventry_Bookers per artform_General Entertainment,124,1.38%
E02001970,AFD-Coventry_Bookers per artform_Literature,0,0.00%
E02001970,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001970,AFD-Coventry_Bookers per artform_Music,183,1.58%
E02001970,AFD-Coventry_Bookers per artform_Musical Theatre,164,1.69%
E02001970,AFD-Coventry_Bookers per artform_Other Artforms,5,0.98%
E02001970,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%
E02001970,AFD-Coventry_Bookers per artform_Plays/Drama,143,1.31%
E02001970,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001970,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001970,AFD-Coventry_Bookers per artform_Workshops,9,1.20%
E02001970,AFD-Coventry_Performances_Number of performances,857,1.48%
E02001970,AFD-Coventry_Performances_Avg. performances booked for per customer,1.457482993,
E02001970,AFD-Coventry_Yield_Average yield per ticket,18.974,
E02001970,AFD-Coventry_Bookers per artform_Total income,75497.83,
E02001970,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001970,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001970,AFD-Coventry_Audience Spectrum_Experience Seekers,6,1.02%
E02001970,AFD-Coventry_Audience Spectrum_Dormitory Dependables,33,5.61%
E02001970,AFD-Coventry_Audience Spectrum_Trips & Treats,227,38.61%
E02001970,AFD-Coventry_Audience Spectrum_Home & Heritage,84,14.29%
E02001970,AFD-Coventry_Audience Spectrum_Up Our Street,148,25.17%
E02001970,AFD-Coventry_Audience Spectrum_Facebook Families,67,11.39%
E02001970,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,8,1.36%
E02001970,AFD-Coventry_Audience Spectrum_Heydays,15,2.55%
E02001970,AFD-Coventry_Audience Spectrum_Total,588,1.52%
E02001970,Index of Multiple Deprivation (IMD) Score,22.24456592,
E02001970,Income Score (rate),0.114500173,
E02001970,Employment Score (rate),0.051590095,
E02001970,"Education, Skills and Training Score",24.4129545,
E02001970,Health Deprivation and Disability Score,0.137692734,
E02001970,Crime Score,0.312733045,
E02001970,Barriers to Housing and Services Score,21.98726263,
E02001970,Living Environment Score,32.73949377,
E02001970,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.025126125,
E02001970,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.034559516,
