GeographyID,GeographyName,GeographyDescription,GeographyType,FamilyHub,PCD,OA11,LSOA11,MSOA,Ward,LTLA18CD,UTLA18CD,LAUA,CAUTH,REGION,CTRY,LAT,LONG,WestMidlandsPolice,WestMidlandsPoliceImpactAreas,PrimaryCareNetwork,CCG18CD
E82041,The Garden City Practice,,GP,,,,,,,,,,,,,,,,,,
E82042,Abbey Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E82043,Schopwick Surgery,,GP,,,,,,,,,,,,,,,,,,
E82044,The Portmill Surgery,,GP,,,,,,,,,,,,,,,,,,
E82045,Upton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E82046,Vine House Health Centre,,GP,,,,,,,,,,,,,,,,,,
E82048,Theobald Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82049,Baldwins Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E82050,Grove Hill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82051,Everest House Surgery,,GP,,,,,,,,,,,,,,,,,,
E82053,Courtenay House Surgery,,GP,,,,,,,,,,,,,,,,,,
E82054,Callowland Surgery,,GP,,,,,,,,,,,,,,,,,,
E82055,Midway Surgery,,GP,,,,,,,,,,,,,,,,,,
E82056,Shephall Health Centre,,GP,,,,,,,,,,,,,,,,,,
E82057,Ware Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E82058,Potterells Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82059,Grange Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E82060,Parkbury House Surgery,,GP,,,,,,,,,,,,,,,,,,
E82061,Amwell Surgery,,GP,,,,,,,,,,,,,,,,,,
E82062,Hall Grove Group Practice,,GP,,,,,,,,,,,,,,,,,,
E82063,The Maples,,GP,,,,,,,,,,,,,,,,,,
E82064,Chorleywood Health Centre,,GP,,,,,,,,,,,,,,,,,,
E82066,Haverfield Surgery,,GP,,,,,,,,,,,,,,,,,,
E82067,Church Street Partnership,,GP,,,,,,,,,,,,,,,,,,
E82068,Gade Surgery,,GP,,,,,,,,,,,,,,,,,,
E82069,The Elms Surgery,,GP,,,,,,,,,,,,,,,,,,
E82070,Woodhall Farm Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
E82071,Elms Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E82072,The Health Centre Practice,,GP,,,,,,,,,,,,,,,,,,
E82073,Manor View Practice,,GP,,,,,,,,,,,,,,,,,,
E82074,South Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E82075,Regal Chambers Surgery,,GP,,,,,,,,,,,,,,,,,,
E82076,Boxwell Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E82077,Davenport House Surgery,,GP,,,,,,,,,,,,,,,,,,
E82078,Highview Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82079,Cromwell Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82080,Orford Lodge,,GP,,,,,,,,,,,,,,,,,,
E82081,Cuffley and Goffs Oak Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E82082,Birchwood Surgery,,GP,,,,,,,,,,,,,,,,,,
E82083,The Colne Practice,,GP,,,,,,,,,,,,,,,,,,
E82084,Harvey Group Practice,,GP,,,,,,,,,,,,,,,,,,
E82085,The Red House Group,,GP,,,,,,,,,,,,,,,,,,
E82086,King George Surgery,,GP,,,,,,,,,,,,,,,,,,
E82088,Hailey View Surgery,,GP,,,,,,,,,,,,,,,,,,
E82089,Chells Surgery,,GP,,,,,,,,,,,,,,,,,,
E82090,Park Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E82091,Parkwood Surgery,,GP,,,,,,,,,,,,,,,,,,
E82092,Dolphin House Surgery,,GP,,,,,,,,,,,,,,,,,,
E82093,Bedwell Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82094,The Manor Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E82095,Redbourn HC Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E82096,Sheepcot Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82098,Annandale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82099,The Baldock Surgery,,GP,,,,,,,,,,,,,,,,,,
E82100,Central Surgery,,GP,,,,,,,,,,,,,,,,,,
E82102,Church Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E82104,The Sollershott Surgery,,GP,,,,,,,,,,,,,,,,,,
E82105,Abbotswood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82106,New Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E82107,Lattimore & Village Surgery,,GP,,,,,,,,,,,,,,,,,,
E82109,Castlegate Surgery,,GP,,,,,,,,,,,,,,,,,,
E82111,The Symonds Green Health Centre,,GP,,,,,,,,,,,,,,,,,,
E82113,Colney Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82115,Stockwell Lodge Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
E82117,The Grove Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82121,Watton Place Clinic,,GP,,,,,,,,,,,,,,,,,,
E82123,Warden Lodge Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E82124,Attenborough Surgery,,GP,,,,,,,,,,,,,,,,,,
E82126,Orchard Surgery,,GP,,,,,,,,,,,,,,,,,,
E82129,Kings Langley Surgery,,GP,,,,,,,,,,,,,,,,,,
E82130,The Medical Centre Buntingford,,GP,,,,,,,,,,,,,,,,,,
E82131,The New Surgery,,GP,,,,,,,,,,,,,,,,,,
E82132,Roysia Surgery,,GP,,,,,,,,,,,,,,,,,,
E82133,High Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E82603,Cassio Surgery - E82603,,GP,,,,,,,,,,,,,,,,,,
E82613,Cassio Surgery - E82613,,GP,,,,,,,,,,,,,,,,,,
E82620,Haileybury College,,GP,,,,,,,,,,,,,,,,,,
E82626,Whitwell Surgery,,GP,,,,,,,,,,,,,,,,,,
E82630,Cassio Surgery - E82630,,GP,,,,,,,,,,,,,,,,,,
E82638,Stanhope Surgery,,GP,,,,,,,,,,,,,,,,,,
E82640,Highfield Surgery,,GP,,,,,,,,,,,,,,,,,,
E82641,Manor House Surgery,,GP,,,,,,,,,,,,,,,,,,
E82643,Archway Surgery,,GP,,,,,,,,,,,,,,,,,,
E82644,Coleridge House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E82652,Gossoms End Surgery,,GP,,,,,,,,,,,,,,,,,,
E82654,Parsonage Surgery,,GP,,,,,,,,,,,,,,,,,,
E82655,South Oxhey Surgery,,GP,,,,,,,,,,,,,,,,,,
E82656,Cassio Surgery - E82656,,GP,,,,,,,,,,,,,,,,,,
E82657,Little Bushey Surgery,,GP,,,,,,,,,,,,,,,,,,
E82661,The Garden City Surgery,,GP,,,,,,,,,,,,,,,,,,
E83003,Oakleigh Road Health Centre,,GP,,,,,,,,,,,,,,,,,,
E83005,Lichfield Grove Surgery,,GP,,,,,,,,,,,,,,,,,,
E83006,Greenfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83007,Squires Lane Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E83008,Heathfielde Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83009,Phgh Doctors,,GP,,,,,,,,,,,,,,,,,,
E83010,The Speedwell Practice,,GP,,,,,,,,,,,,,,,,,,
E83011,The Everglade Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E83012,The Old Court House Surgery,,GP,,,,,,,,,,,,,,,,,,
E83013,Cornwall House Surgery,,GP,,,,,,,,,,,,,,,,,,
E83016,Millway Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E83017,Longrove Surgery,,GP,,,,,,,,,,,,,,,,,,
E83018,Watling Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83020,St. Georges Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83021,Torrington Park Group Practice,,GP,,,,,,,,,,,,,,,,,,
E83024,St andrews Medical Practice.,,GP,,,,,,,,,,,,,,,,,,
E83025,Pennine Drive Practice,,GP,,,,,,,,,,,,,,,,,,
E83026,Supreme Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83027,188 The Practice,,GP,,,,,,,,,,,,,,,,,,
E83028,Parkview Surgery,,GP,,,,,,,,,,,,,,,,,,
E83030,Penshurst Gardens Surgery,,GP,,,,,,,,,,,,,,,,,,
E83031,The Village Surgery,,GP,,,,,,,,,,,,,,,,,,
E83032,Oak Lodge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83034,Colney Hatch Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E83035,Wentworth Medical Practice.,,GP,,,,,,,,,,,,,,,,,,
E83036,Vale Drive Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E83037,Derwent Crescent Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83038,Jai Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83039,Ravenscroft Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83041,The Surgery,,GP,,,,,,,,,,,,,,,,,,
E83044,Addington Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83045,Friern Barnet Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83046,Mulberry Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E83049,Langstone Way Surgery,,GP,,,,,,,,,,,,,,,,,,
E83050,East Finchley Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83053,Lane End Medical Group,,GP,,,,,,,,,,,,,,,,,,
E83600,Adler Js-The Surgery,,GP,,,,,,,,,,,,,,,,,,
E83613,Ebhc Dr D Monkman,,GP,,,,,,,,,,,,,,,,,,
E83621,Brunswick Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E83622,Temple Fortune Medical Group,,GP,,,,,,,,,,,,,,,,,,
E83624,Station Road New Barnet Surgery,,GP,,,,,,,,,,,,,,,,,,
E83629,Ebhc Dr P Weston,,GP,,,,,,,,,,,,,,,,,,
E83631,Cherry Tree Surgery,,GP,,,,,,,,,,,,,,,,,,
E83632,Ebhc Dr Cj Peskin,,GP,,,,,,,,,,,,,,,,,,
E83633,Watford Way Centre Limited,,GP,,,,,,,,,,,,,,,,,,
E83637,Colindale Medical Centre Lp,,GP,,,,,,,,,,,,,,,,,,
E83638,The Mountfield Surgery,,GP,,,,,,,,,,,,,,,,,,
E83639,Rosemary Surgery,,GP,,,,,,,,,,,,,,,,,,
E83644,Ballards Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E83649,The Hodford Road Practice,,GP,,,,,,,,,,,,,,,,,,
E83650,Gloucester Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E83653,The Phoenix Practice,,GP,,,,,,,,,,,,,,,,,,
E83654,Cricklewood Broadway Surgery,,GP,,,,,,,,,,,,,,,,,,
E83657,The Hillview Surgery,,GP,,,,,,,,,,,,,,,,,,
E83668,Dr Sp Talpahewa,,GP,,,,,,,,,,,,,,,,,,
E84002,Forty Willows Surgery,,GP,,,,,,,,,,,,,,,,,,
E84003,Premier Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84004,The Circle Practice,,GP,,,,,,,,,,,,,,,,,,
E84005,Kings Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84006,The Law Medical Group Practice,,GP,,,,,,,,,,,,,,,,,,
E84007,Uxendon Crescent Surgery,,GP,,,,,,,,,,,,,,,,,,
E84008,Simpson House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84009,Enderley Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84011,St andrews Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84012,Mapesbury Medical Group,,GP,,,,,,,,,,,,,,,,,,
E84013,Church End Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84014,Bacon Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E84015,Willow Tree Family Doctors,,GP,,,,,,,,,,,,,,,,,,
E84017,Sudbury & Alperton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84018,Streatfield Health Centre,,GP,,,,,,,,,,,,,,,,,,
E84020,The Stag - Hollyrood Practice,,GP,,,,,,,,,,,,,,,,,,
E84021,The Willesden Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84022,Roxbourne Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84023,Park House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84024,The Pinn Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84025,The Lonsdale Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84026,Buckingham Rd Surgery,,GP,,,,,,,,,,,,,,,,,,
E84028,The Stonebridge Practice,,GP,,,,,,,,,,,,,,,,,,
E84030,Aksyr Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E84031,Brentfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84032,Ellis Practice,,GP,,,,,,,,,,,,,,,,,,
E84033,Chalkhill Family Practice,,GP,,,,,,,,,,,,,,,,,,
E84036,Gladstone Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84039,Honeypot Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84040,The Pinner Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84042,Kilburn Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84044,The Northwick Surgery,,GP,,,,,,,,,,,,,,,,,,
E84048,The Fryent Way Surgery,,GP,,,,,,,,,,,,,,,,,,
E84049,Brampton Health Centre,,GP,,,,,,,,,,,,,,,,,,
E84051,Stanley Corner Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84053,Hatch End Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84057,The Stanmore Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84058,GP direct,,GP,,,,,,,,,,,,,,,,,,
E84059,The Allendale Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84061,Elliott Hall Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
E84062,The Shaftesbury Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84063,Lancelot Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84066,Hazeldene Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84067,Church Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E84068,The Ridgeway Surgery,,GP,,,,,,,,,,,,,,,,,,
E84069,Belmont Health Centre,,GP,,,,,,,,,,,,,,,,,,
E84070,Pinner View Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84074,Freuchen Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84075,Harness Harrow Practice,,GP,,,,,,,,,,,,,,,,,,
E84076,Oxgate Gardens Surgery,,GP,,,,,,,,,,,,,,,,,,
E84077,The Sheldon Practice,,GP,,,,,,,,,,,,,,,,,,
E84078,Kingsbury Health and Wellbeing,,GP,,,,,,,,,,,,,,,,,,
E84080,Staverton Surgery,,GP,,,,,,,,,,,,,,,,,,
E84083,Lanfranc Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84086,Walm Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E84601,Kenton Bridge Medical Centre Dr Golden,,GP,,,,,,,,,,,,,,,,,,
E84617,The Civic Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84620,Preston Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84624,Park Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84626,The Sunflower Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84635,The Surgery,,GP,,,,,,,,,,,,,,,,,,
E84637,Hilltop Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E84638,Alperton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84645,Park Royal Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E84646,The Streatfield Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84647,Kenton Clinic,,GP,,,,,,,,,,,,,,,,,,
E84653,Zain Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84656,Roundwood Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84658,Aspri Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84663,Kenton Bridge Medical Centre - Dr Raja,,GP,,,,,,,,,,,,,,,,,,
E84665,Neasden Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84667,Blessing Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84669,The Eagle Eye,,GP,,,,,,,,,,,,,,,,,,
E84674,Chichele Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84676,Headstone Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84678,Preston Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84680,Headstone Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E84681,Savita Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84684,The Tudor House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84685,Sudbury Surgery,,GP,,,,,,,,,,,,,,,,,,
E84690,Crest Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84693,St. Peter's Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84696,Peel Precinct Surgery,,GP,,,,,,,,,,,,,,,,,,
E84699,Kings Edge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84701,Pearl Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E84702,Willesden Green Surgery,,GP,,,,,,,,,,,,,,,,,,
E84704,St.Georges Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84705,Chamberlayne Rd Surgery,,GP,,,,,,,,,,,,,,,,,,
E84709,Wembley Park Drive Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E84713,The Enterprise Practice,,GP,,,,,,,,,,,,,,,,,,
E85001,Thornbury Road Centre For Health,,GP,,,,,,,,,,,,,,,,,,
E85003,North End Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85004,Albany Practice,,GP,,,,,,,,,,,,,,,,,,
E85005,"The Surgery, Dr Dasgupta & Partners",,GP,,,,,,,,,,,,,,,,,,
E85006,Waterside Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85007,St.Margarets Practice,,GP,,,,,,,,,,,,,,,,,,
E85008,"The Surgery, 82 Lillie Road",,GP,,,,,,,,,,,,,,,,,,
E85012,Ks Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85013,Hanwell Health Centre (Stewart),,GP,,,,,,,,,,,,,,,,,,
E85014,Northfields Surgery,,GP,,,,,,,,,,,,,,,,,,
E85015,Hounslow Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85016,Richford Gate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85018,Dr Sood's Practice,,GP,,,,,,,,,,,,,,,,,,
E85019,Crown Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E85020,Brook Green Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85021,Yeading Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85023,Chepstow Gardens Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85024,Carlton Surgery,,GP,,,,,,,,,,,,,,,,,,
E85025,Cassidy Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85026,Gordon House Surgery,,GP,,,,,,,,,,,,,,,,,,
E85028,Hillcrest Surgery,,GP,,,,,,,,,,,,,,,,,,
E85029,"The Medical Centre, Dr Jefferies & Partn",,GP,,,,,,,,,,,,,,,,,,
E85030,Chiswick Health Practice,,GP,,,,,,,,,,,,,,,,,,
E85032,Ashchurch Surgery,,GP,,,,,,,,,,,,,,,,,,
E85033,Hammersmith Surgery,,GP,,,,,,,,,,,,,,,,,,
E85034,Grosvenor House Surgery,,GP,,,,,,,,,,,,,,,,,,
E85035,Mount Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85038,"The Surgery, Dr Mangwana & Partners",,GP,,,,,,,,,,,,,,,,,,
E85040,West4 Gps,,GP,,,,,,,,,,,,,,,,,,
E85041,Hanwell Health Centre (Naish),,GP,,,,,,,,,,,,,,,,,,
E85042,The New Surgery,,GP,,,,,,,,,,,,,,,,,,
E85045,Twickenham Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85046,Eastmead Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
E85048,"Dr Canisius & Dr Hasan, Parkview Cfh&W",,GP,,,,,,,,,,,,,,,,,,
E85049,Belmont Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85050,Greenford Road Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
E85051,Greenford Avenue Fhp,,GP,,,,,,,,,,,,,,,,,,
E85052,Cranford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85053,The Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85054,Hillview Surgery,,GP,,,,,,,,,,,,,,,,,,
E85055,The Bush Doctors,,GP,,,,,,,,,,,,,,,,,,
E85056,St Davids Practice,,GP,,,,,,,,,,,,,,,,,,
E85057,Queens Walk Practice,,GP,,,,,,,,,,,,,,,,,,
E85058,Blue Wing Family Doctor Unit,,GP,,,,,,,,,,,,,,,,,,
E85059,Chestnut Practice,,GP,,,,,,,,,,,,,,,,,,
E85060,Kingfisher Practice,,GP,,,,,,,,,,,,,,,,,,
E85061,Welcome Practice,,GP,,,,,,,,,,,,,,,,,,
E85062,Firstcare Practice,,GP,,,,,,,,,,,,,,,,,,
E85064,West End Surgery,,GP,,,,,,,,,,,,,,,,,,
E85066,The Bedford Park Surgery,,GP,,,,,,,,,,,,,,,,,,
E85069,Oldfield Family Practice,,GP,,,,,,,,,,,,,,,,,,
E85071,Clifford House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85074,Brook Green Surgery,,GP,,,,,,,,,,,,,,,,,,
E85075,Chiswick Family Practice,,GP,,,,,,,,,,,,,,,,,,
E85077,Shepherds Bush Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85083,Dr Sivanesan & Partner,,GP,,,,,,,,,,,,,,,,,,
E85088,Elmbank Surgery,,GP,,,,,,,,,,,,,,,,,,
E85090,Hammond Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85091,Brunswick Road Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
E85096,Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85098,Islip Manor Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85099,The Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
E85103,Lady Margaret Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85105,Allenby Clinic,,GP,,,,,,,,,,,,,,,,,,
E85107,The Mill Hill Surgery,,GP,,,,,,,,,,,,,,,,,,
E85108,Mandeville Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85109,The Acton Health Centre,,GP,,,,,,,,,,,,,,,,,,
E85111,Perivale Medical Clinic,,GP,,,,,,,,,,,,,,,,,,
E85112,Elmtrees Surgery,,GP,,,,,,,,,,,,,,,,,,
E85113,Redwood Practice,,GP,,,,,,,,,,,,,,,,,,
E85114,Crosslands Surgery,,GP,,,,,,,,,,,,,,,,,,
E85115,Pentelow Practice,,GP,,,,,,,,,,,,,,,,,,
E85116,The Cuckoo Lane Practice,,GP,,,,,,,,,,,,,,,,,,
E85118,The Fulham Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85119,The Mwh Practice,,GP,,,,,,,,,,,,,,,,,,
E85120,The Argyle Surgery,,GP,,,,,,,,,,,,,,,,,,
E85121,Guru Nanak Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85122,The Florence Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85123,The Corfton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85124,Lillie Road Health Centre,,GP,,,,,,,,,,,,,,,,,,
E85125,Sterndale Surgery,,GP,,,,,,,,,,,,,,,,,,
E85126,Green Practice,,GP,,,,,,,,,,,,,,,,,,
E85127,The Barnabas Medical Ctre,,GP,,,,,,,,,,,,,,,,,,
E85128,Sands End Health Clinic,,GP,,,,,,,,,,,,,,,,,,
E85129,The Mansell Road Practice,,GP,,,,,,,,,,,,,,,,,,
E85130,Chiswick Family Practice,,GP,,,,,,,,,,,,,,,,,,
E85600,Willow Practice,,GP,,,,,,,,,,,,,,,,,,
E85605,Brentford Group Practice,,GP,,,,,,,,,,,,,,,,,,
E85617,Acton Town Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85623,Somerset Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85624,"Dr Uppal & Partn, Parkview Ctr For H&W",,GP,,,,,,,,,,,,,,,,,,
E85625,Chiswick Family Drs Practice,,GP,,,,,,,,,,,,,,,,,,
E85628,Elthorne Park Surgery,,GP,,,,,,,,,,,,,,,,,,
E85630,Western Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
E85633,The Southall Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
E85635,The Vale Surgery,,GP,,,,,,,,,,,,,,,,,,
E85636,Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85640,The Churchfield Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85643,Meadow View,,GP,,,,,,,,,,,,,,,,,,
E85649,Fulham Cross Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85656,Sunrise Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85657,Ealing Park Health Centre,,GP,,,,,,,,,,,,,,,,,,
E85658,Holly Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85659,"Dr Rk Kukar, Parkview Ctr For H&W",,GP,,,,,,,,,,,,,,,,,,
E85663,The Saluja Clinic,,GP,,,,,,,,,,,,,,,,,,
E85672,Salisbury Surgery,,GP,,,,,,,,,,,,,,,,,,
E85677,The Horn Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E85680,Cloister Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85681,Jersey Practice,,GP,,,,,,,,,,,,,,,,,,
E85682,Dormers Wells Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85683,Glebe Street Surgery,,GP,,,,,,,,,,,,,,,,,,
E85685,The Lilyville Surgery,,GP,,,,,,,,,,,,,,,,,,
E85687,Acton Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85692,Wellesley Road Practice,,GP,,,,,,,,,,,,,,,,,,
E85693,Grove Park Surgery,,GP,,,,,,,,,,,,,,,,,,
E85694,The Boileau Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85696,Clifford Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85697,Greenbrook Bedfont,,GP,,,,,,,,,,,,,,,,,,
E85699,Grove Village Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85700,Manor House Practice,,GP,,,,,,,,,,,,,,,,,,
E85707,Skyways Medical Centre,,GP,,,,,,,,,,,,,,,,,,
E85708,Gill Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E85712,Goodcare Practice,,GP,,,,,,,,,,,,,,,,,,
E85713,Hounslow Family Practice,,GP,,,,,,,,,,,,,,,,,,
E85714,The Pitshanger Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
E85715,Broadmead Surgery,,GP,,,,,,,,,,,,,,,,,,
E85716,Bath Road Surgery,,GP,,,,,,,,,,,,,,,,,,
E85718,Hatton Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E85719,Ashville Surgery,,GP,,,,,,,,,,,,,,,,,,
E85721,The Town Surgery,,GP,,,,,,,,,,,,,,,,,,
E85723,Northolt Family Practice,,GP,,,,,,,,,,,,,,,,,,
E85725,The Grove Medical Practice,,GP,,,,,,,,,,,,,,,,,,
E85726,Mattock Lane Health Centre,,GP,,,,,,,,,,,,,,,,,,
E85733,The Northcote Medical Centre,,GP,,,,,,,,,,,,,,,,,,
