survey,Please rate the quality of your experience:,I had a good time!,Did the event have an impact on your perception of Coventry?,This experience increases my pride in Coventry as an area.,Please indicate your gender?,What is your age bracket?,Do you identify as disabled?,Please indicate your ethnic origin and cultural background:,Ethnic Group,Sexuality
Culture Conversations - The Green Code,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White - British,White British,null
Culture Conversations - The Green Code,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,Yes,Prefer Not To Say,Prefer Not To Say,null
Song and Soil - Harvest Festival Spectacular,Very Good,Strongly Agree,"No, it is the same",Agree,Male,35 - 49,No,Asian or Asian British â€“ Indian,Asian or Asian British,null
Song and Soil - Harvest Festival Spectacular,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
Song and Soil - Harvest Festival Spectacular,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Asian or Asian British â€“ Chinese,Asian or Asian British,null
Song and Soil - Harvest Festival Spectacular,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,White â€“ British,White British,null
Song and Soil - Harvest Festival Spectacular,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
Song and Soil - Harvest Festival Spectacular,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White â€“ British,White British,null
spaces(in)BETWEEN film screening and symposium,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White â€“ British,White British,null
spaces(in)BETWEEN film screening and symposium,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White â€“ British,White British,null
spaces(in)BETWEEN film screening and symposium,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,Prefer Not To Say,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,null,null,null,null
Abundance Lantern Making,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,35 - 49,No,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,35 - 49,Yes,White - British,White British,null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,Yes,White - British,White British,null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,0 - 19,Yes,Prefer Not To Say,Prefer Not To Say,Prefer Not To Say
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,20 - 34,No,White - British,White British,Prefer Not To Say
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,Yes,White - British,White British,Gay Man
Abundance Lantern Making,Very Good,Agree,"Yes, it has improved",Agree,Male,50 - 64,Yes,White - British,White British,Prefer Not To Say
Abundance Lantern Making,Very Good,Strongly Agree,null,Agree,Female,50 - 64,No,Asian or Asian British - Pakistani,Asian or Asian British,null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,Yes,Asian or Asian British - Indian,Asian or Asian British,Prefer Not To Say
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,20 - 34,Prefer Not To Say,White - British,White British,Gay Man
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,Yes,Asian or Asian British - Pakistani,Asian or Asian British,null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,Asian or Asian British - Indian,Asian or Asian British,Prefer Not To Say
Abundance Lantern Making,Very Good,Agree,"Yes, it has improved",Agree,Male,35 - 49,No,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,0 - 19,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Male,35 - 49,Prefer Not To Say,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Good,Agree,"No, it is the same",Agree,Female,50 - 64,No,White - British,White British,null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Male,65 +,Yes,White - British,White British,Gay Man
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,Any Other Asian Background,Asian or Asian British,Bisexual
Abundance Lantern Making,Very Good,Agree,"No, it is the same",Not Sure,Female,65 +,Yes,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"No, it is the same",Agree,Male,50 - 64,Yes,Asian or Asian British - Indian,Asian or Asian British,Prefer Not To Say
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,Yes,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Other Ethnic Group - Arab,Any other ethnic group,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,Yes,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Agree,"No, it is the same",Agree,Female,65 +,Yes,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,20 - 34,Yes,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Asian or Asian British - Indian,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,Any Other Asian Background,Asian or Asian British,Prefer Not To Say
Abundance Lantern Making,Good,Agree,"No, it is the same",Not Sure,Female,0 - 19,null,null,null,null
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,Any Other Asian Background,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Agree,"Yes, it has improved",Not Sure,Female,35 - 49,No,Black or Black British - African,"Black, African, Caribbean, or Black British",Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,Yes,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Asian or Asian British - Bangladeshi,Asian or Asian British,Heterosexual/Straight
Abundance Lantern Making,Good,Agree,"Yes, it has improved",Agree,Female,0 - 19,Prefer Not To Say,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,35 - 49,No,White - British,White British,Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Black or Black British - African,"Black, African, Caribbean, or Black British",Heterosexual/Straight
Abundance Lantern Making,Very Good,Strongly Agree,"No, it is the same",Agree,Male,20 - 34,No,Asian or Asian British - Pakistani,Asian or Asian British,Heterosexual/Straight
Love Ireland,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,65 +,No,White - British,White British,Heterosexual/Straight
Love Ireland,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White - Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Bisexual
Love Ireland,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White - Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Love Ireland,null,null,null,null,null,null,null,null,null,null
Love Ireland,Good,Agree,"No, it is the same",null,Female,35 - 49,null,null,null,null
Love Ireland,Very Poor,Not Sure,"No, it is the same",Disagree,Female,35 - 49,No,White - Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,0 - 19,No,Mixed or Multiple - White and Black Caribbean,Mixed or multiple ethnic group,null
Caribbean Reggae Fever,Very Good,Agree,"Yes, it has improved",Strongly Agree,Male,20 - 34,Yes,Asian or Asian British - Pakistani,Asian or Asian British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Mixed or Multiple - White and Black Caribbean,Mixed or multiple ethnic group,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,20 - 34,No,Black or Black British - Caribbean,"Black, African, Caribbean, or Black British",null
Caribbean Reggae Fever,Good,Agree,"No, it is the same",Agree,Female,20 - 34,No,Mixed or Multiple - White and Black Caribbean,Mixed or multiple ethnic group,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Any Other Asian Background,Asian or Asian British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,Any Other Mixed Background,Mixed or multiple ethnic group,null
Caribbean Reggae Fever,Good,Agree,"Yes, it has improved",Not Sure,Male,35 - 49,No,Any Other Black Background,"Black, African, Caribbean, or Black British",null
Caribbean Reggae Fever,Good,Agree,"No, it is the same",Agree,Female,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,35 - 49,No,Mixed or Multiple - White and Black Caribbean,Mixed or multiple ethnic group,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"No, it is the same",Agree,Female,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Not Sure,Not Sure,"No, it is the same",Not Sure,Female,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Very Good,Agree,"No, it is the same",Agree,Male,35 - 49,No,Mixed or Multiple - White and Black Caribbean,Mixed or multiple ethnic group,null
Caribbean Reggae Fever,Good,Agree,"Yes, it has improved",Agree,Male,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Female,35 - 49,No,White - British,White British,null
Caribbean Reggae Fever,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White - British,White British,null
