Metric Type Identifier,Measurement Unit,Measurement Unit (Short Label),MetricTypeKey,Source,Hyperlink,Theme,Subcategory,MetricTypes_Key,Metric Type (Short Label),Metric Type
2815,%,%,2815-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2815,Unspecified,Unspecified,1543,% who think noisy neighbours or loud parties are not a problem at all (telephone) (incl. dk) - 2815,Percentage of people who do not think noisy neighbours or loud parties are a problem at all in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2815
2816,%,%,2816-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2816,Unspecified,Unspecified,1544,% who dk or no opinion on noisy neighbours/loud parties (telephone) (incl. dk) - 2816,Percentage of people who don't know or have no opinion on whether noisy neighbours or loud parties are a problem in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2816
2817,%,%,2817-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2817,Unspecified,Unspecified,1545,% who think rubbish or litter lying around is a very big problem (face to face) (incl. dk) - 2817,Percentage of people who think rubbish or litter lying around is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2817
2818,%,%,2818-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2818,Unspecified,Unspecified,1546,% who think rubbish or litter lying around is a fairly big problem (face to face) (incl. dk) - 2818,Percentage of people who think rubbish or litter lying around is a fairly big problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2818
2819,%,%,2819-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2819,Unspecified,Unspecified,1547,% who think rubbish or litter lying around is not a very big problem (face to face) (incl. dk) - 2819,Percentage of people who do not think rubbish or litter lying around is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2819
2820,%,%,2820-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2820,Unspecified,Unspecified,1548,% who think rubbish or litter lying around is not a problem at all (face to face) (incl. dk) - 2820,Percentage of people who do not think rubbish or litter lying around is a problem at all in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2820
2821,%,%,2821-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2821,Unspecified,Unspecified,1549,% who dk or no opinion on rubbish or litter (face to face) (incl. dk) - 2821,Percentage of people who don't know or have no opinion on whether rubbish or litter lying around is a problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2821
2822,%,%,2822-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2822,Unspecified,Unspecified,1550,% who think rubbish or litter lying around is a very big problem (postal/online) (incl. dk) - 2822,Percentage of people who think rubbish or litter lying around is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - postal and/or online survey - 2822
2823,%,%,2823-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2823,Unspecified,Unspecified,1551,% who think rubbish or litter lying around is a fairly big problem (postal/online) (incl. dk) - 2823,Percentage of people who think rubbish or litter lying around is a fairly big problem in their local area (as a % of all respondents including those who answered 'don't know') - postal and/or online survey - 2823
2824,%,%,2824-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2824,Unspecified,Unspecified,1552,% who think rubbish or litter lying around is not a very big problem (postal/online) (incl. dk) - 2824,Percentage of people who do not think rubbish or litter lying around is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - postal and/or online survey - 2824
2825,%,%,2825-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2825,Unspecified,Unspecified,1553,% who think rubbish or litter lying around is not a problem at all (postal/online) (incl. dk) - 2825,Percentage of people who do not think rubbish or litter lying around is a problem at all in their local area (as a % of all respondents including those who answered 'don't know') - postal and/or online survey - 2825
2826,%,%,2826-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2826,Unspecified,Unspecified,1554,% who dk or no opinion on rubbish or litter (postal/online) (incl. dk) - 2826,Percentage of people who don't know or have no opinion on whether rubbish or litter lying around is a problem in their local area (as a % of all respondents including those who answered 'don't know') - postal and/or online survey - 2826
2827,%,%,2827-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2827,Unspecified,Unspecified,1555,% who think rubbish or litter lying around is a very big problem (telephone) (incl. dk) - 2827,Percentage of people who think rubbish or litter lying around is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2827
2828,%,%,2828-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2828,Unspecified,Unspecified,1556,% who think rubbish or litter lying around is a fairly big problem (telephone) (incl. dk) - 2828,Percentage of people who think rubbish or litter lying around is a fairly big problem in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2828
2829,%,%,2829-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2829,Unspecified,Unspecified,1557,% who think rubbish or litter lying around is not a very big problem (telephone) (incl. dk) - 2829,Percentage of people who do not think rubbish or litter lying around is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2829
2830,%,%,2830-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2830,Unspecified,Unspecified,1558,% who think rubbish or litter lying around is not a problem at all (telephone) (incl. dk) - 2830,Percentage of people who do not think rubbish or litter lying around is a problem at all in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2830
2831,%,%,2831-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2831,Unspecified,Unspecified,1559,% who dk or no opinion on rubbish or litter (telephone) (incl. dk) - 2831,Percentage of people who don't know or have no opinion on whether rubbish or litter lying around is a problem in their local area (as a % of all respondents including those who answered 'don't know') - telephone survey - 2831
2832,%,%,2832-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2832,Unspecified,Unspecified,1560,"% who think vandalism, graffiti etc is a very big problem (face to face) (incl. dk) - 2832","Percentage of people who think vandalism, graffiti and other deliberate damage to property or vehicles is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2832"
2833,%,%,2833-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2833,Unspecified,Unspecified,1561,"% who think vandalism, graffiti etc is a fairly big problem (face to face) (incl. dk) - 2833","Percentage of people who think vandalism, graffiti and other deliberate damage to property or vehicles is a fairly big problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2833"
2834,%,%,2834-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2834,Unspecified,Unspecified,1562,"% who think vandalism, graffiti etc is not a very big problem (face to face) (incl. dk) - 2834","Percentage of people who do not think vandalism, graffiti and other deliberate damage to property or vehicles is a very big problem in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2834"
2835,%,%,2835-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2835,Unspecified,Unspecified,1563,"% who think vandalism, graffiti etc is not a problem at all (face to face) (incl. dk) - 2835","Percentage of people who do not think vandalism, graffiti and other deliberate damage to property or vehicles is a problem at all in their local area (as a % of all respondents including those who answered 'don't know') - face to face survey - 2835"
